time,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
1766534254.080884,-9.998802,0.219393,-0.459110,-0.008094,-0.007636,-0.000916,-9.791965,0.155428,-0.567910,0.005192,-0.007941,0.003818,-9.803323,0.436394,-0.490196,-0.009774,0.007789,-0.002749,-9.628765,0.243902,-0.676710,0.009621,0.008399,-0.006109
1766534254.080884,-9.931252,0.163797,-0.532640,-0.010079,-0.005498,0.000000,-9.744141,0.121951,-0.600191,0.003360,-0.009468,0.004581,-9.769846,0.382592,-0.523673,-0.009774,0.003971,-0.001222,-9.564800,0.230751,-0.686872,0.007941,0.006872,-0.005803
1766534254.080884,-9.931252,0.163797,-0.532640,-0.010079,-0.004887,0.000000,-9.708273,0.132712,-0.594213,0.003360,-0.010996,0.001833,-9.747727,0.435796,-0.548780,-0.007483,0.005345,-0.001985,-9.529531,0.264228,-0.642037,0.006109,0.007483,-0.007025
1766534254.080884,-9.948587,0.234338,-0.559541,-0.007789,-0.005498,-0.001527,-9.746531,0.168580,-0.627690,0.002138,-0.011454,0.001680,-9.733380,0.465088,-0.555356,-0.010996,0.005345,-0.004123,-9.537301,0.272597,-0.642037,0.005803,0.008247,-0.004429
1766534254.080884,-9.894786,0.255261,-0.601387,-0.008705,-0.006414,-0.001985,-9.693925,0.231946,-0.630081,0.004429,-0.012675,0.001833,-9.755498,0.448350,-0.560736,-0.007330,0.005803,-0.003818,-9.545671,0.328192,-0.630679,0.007330,0.008247,-0.005498
1766534254.080884,-9.917501,0.254663,-0.539216,-0.007178,-0.004581,-0.000611,-9.740554,0.176949,-0.584648,0.006109,-0.011606,0.001833,-9.721423,0.469871,-0.564323,-0.007330,0.003360,-0.002291,-9.531323,0.286346,-0.634864,0.006414,0.004887,-0.005803
1766534254.080884,-9.976088,0.237924,-0.481229,-0.010385,-0.007025,-0.000764,-9.752509,0.147657,-0.552367,0.006109,-0.008399,0.002749,-9.754900,0.455524,-0.527260,-0.008247,0.003512,-0.001985,-9.574366,0.266619,-0.663558,0.006567,0.006720,-0.005956
1766534254.080884,-10.022716,0.212817,-0.444165,-0.006872,-0.009010,-0.000458,-9.820659,0.133309,-0.584648,0.002749,-0.008858,0.001985,-9.817072,0.447154,-0.471066,-0.008247,0.011606,-0.004123,-9.628167,0.235533,-0.657580,0.005803,0.008094,-0.004581
1766534254.080884,-10.051410,0.197872,-0.424438,-0.006720,-0.007789,0.000611,-9.848158,0.131516,-0.553563,0.002749,-0.009316,0.005040,-9.841581,0.405308,-0.500359,-0.009774,0.007330,-0.005040,-9.646699,0.231946,-0.640244,0.008247,0.007330,-0.004276
1766534254.081802,-9.992825,0.152439,-0.529053,-0.008858,-0.007789,-0.002291,-9.788976,0.132114,-0.546389,0.003665,-0.011454,0.004887,-9.805116,0.390961,-0.565519,-0.009316,0.004887,-0.003207,-9.611428,0.204448,-0.633070,0.005345,0.007330,-0.005956
