time,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
1766534243.738238,6.994858,6.096962,-3.179101,-0.010232,-0.008094,-0.000916,-6.800573,6.078430,-3.212577,0.007025,-0.007483,0.001222,-6.780846,6.349832,-3.179101,-0.011148,0.006261,-0.003360,-6.652916,6.195002,-3.195839,0.004887,0.003971,-0.004581
1766534243.738238,-6.973936,6.107125,-3.177905,-0.008705,-0.008705,-0.000305,-6.780846,6.065876,-3.231707,0.006261,-0.009927,0.003665,-6.776661,6.370157,-3.208991,-0.007178,0.006109,-0.001069,-6.611669,6.190219,-3.143233,0.009316,0.010690,-0.005651
1766534243.738238,-6.870515,6.145384,-3.210186,-0.008552,-0.006720,0.000764,-6.689382,6.103538,-3.156384,0.002138,-0.012065,0.001527,-6.686393,6.401242,-3.222142,-0.011759,0.004734,-0.002443,-6.545910,6.227880,-3.103180,0.007941,0.007025,-0.006720
1766534243.738238,-6.842419,6.140004,-3.302247,-0.009316,-0.005803,-0.000764,-6.663677,6.101147,-3.167145,0.004734,-0.012828,0.003665,-6.640362,6.405427,-3.290889,-0.011759,0.003360,-0.004734,-6.477761,6.227880,-3.115136,0.006261,0.007025,-0.005040
1766534243.738238,-6.867527,6.141797,-3.293878,-0.007789,-0.009927,-0.000916,-6.716881,6.091582,-3.231707,0.004887,-0.010690,0.001680,-6.692371,6.386895,-3.249641,-0.007789,0.003207,-0.006414,-6.533954,6.241033,-3.175514,0.005803,0.008399,-0.006109
1766534243.738238,-6.957197,6.162720,-3.214371,-0.005956,-0.010690,-0.000153,-6.793399,6.107125,-3.261597,0.004123,-0.010690,0.002138,-6.751554,6.439501,-3.198828,-0.009163,0.003512,-0.003360,-6.598516,6.221902,-3.208991,0.009163,0.001833,-0.007330
1766534243.738238,-7.051051,6.135819,-3.154591,-0.008705,-0.008094,-0.000458,-6.868722,6.061692,-3.197034,0.005192,-0.007789,0.001374,-6.831659,6.388091,-3.170133,-0.011148,0.006109,-0.003512,-6.634385,6.197393,-3.200023,0.007941,0.001833,-0.007789
1766534243.738238,-7.074365,6.140602,-3.067910,-0.006720,-0.005651,-0.000611,-6.893830,6.085604,-3.163558,0.005192,-0.010537,0.002138,-6.860353,6.370157,-3.134863,-0.011148,0.002902,-0.002596,-6.707316,6.212337,-3.137254,0.006414,0.007178,-0.006261
1766534243.739230,-7.076159,6.099952,-3.066714,-0.007330,-0.006261,-0.000916,-6.887254,6.037780,-3.183883,0.005345,-0.011148,0.003971,-6.879483,6.347440,-3.115734,-0.009010,0.006872,-0.003054,-6.724055,6.180056,-3.145624,0.004887,0.007178,-0.004581
1766534243.739230,-6.999640,6.131037,-3.143831,-0.008705,-0.005345,0.001680,-6.795791,6.097560,-3.179101,0.003054,-0.008858,0.003207,-6.782041,6.416188,-3.194643,-0.008247,0.006567,-0.003665,-6.637374,6.201578,-3.133667,0.006109,0.007483,-0.006720
