time,acc_x_g,acc_y_g,acc_z_g,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s
1765409063.349922,-8.518053,4.632950,-2.047465,-0.007636,-0.009468,-0.001069
1765409063.350172,-8.567670,4.640721,-2.096485,-0.009163,-0.004123,0.000153
1765409063.350422,-8.409851,4.668818,-2.260282,-0.008705,-0.004276,0.000916
1765409063.350672,-8.375177,4.644308,-2.340985,-0.008705,-0.006872,0.000916
1765409063.350922,-8.478000,4.643710,-2.048063,-0.011912,-0.008399,-0.000458
1765409063.351172,-8.571257,4.637135,-1.979914,-0.008705,-0.009010,0.000764
1765409063.351422,-8.465446,4.642515,-2.210665,-0.007330,-0.005345,0.003207
1765409063.351672,-8.411047,4.594691,-2.258488,-0.010079,-0.005956,0.000611
1765409063.351853,-8.423002,4.597082,-2.160449,-0.007636,-0.009316,-0.002138
1765409063.352053,-8.426589,4.625776,-2.039694,-0.007330,-0.008247,-0.000764
1765409063.352253,-8.258009,4.677187,-2.134146,-0.007178,-0.007789,-0.007330
1765409063.352453,-8.158176,4.772835,-2.235772,-0.009774,-0.003054,-0.005803
1765409063.352653,-7.914872,4.800932,-2.493424,-0.007483,-0.006109,-0.000764
1765409063.352952,-7.727163,4.685556,-2.601626,-0.006567,-0.006109,-0.001985
1765409063.353202,-7.774987,4.623385,-2.411525,-0.005803,-0.006109,-0.001222
1765409063.353452,-7.758847,4.628168,-2.432448,-0.001833,-0.002138,-0.006261
1765409063.353702,-7.551410,4.705882,-2.703252,-0.003971,0.001680,-0.007178
1765409063.353947,-7.439023,4.709468,-2.733142,-0.004887,0.009163,-0.008399
1765409063.354147,-7.554996,4.617407,-2.514945,-0.003054,0.009163,-0.008399
1765409063.354347,-7.592060,4.431491,-2.450382,-0.006261,0.011606,-0.015882
1765409063.354547,-7.615374,4.549258,-2.602821,-0.004734,0.013897,-0.024435
1765409063.354747,-7.615374,4.555236,-2.655428,-0.002596,0.016799,-0.023060
1765409063.354945,-7.351744,4.470349,-2.908895,0.000153,0.023060,-0.027336
1765409063.355195,-7.413318,4.471544,-2.783357,-0.006261,0.023060,-0.038485
1765409063.355445,-7.344571,4.503228,-2.912482,-0.002596,0.032987,-0.045204
1765409063.355695,-7.421687,4.481109,-2.812051,-0.004734,0.039706,-0.051313
1765409063.355877,-7.372070,4.555236,-2.894548,-0.004887,0.039706,-0.067348
1765409063.356127,-7.172404,4.656264,-3.095408,-0.004887,0.051465,-0.067348
1765409063.356377,-7.239956,4.686752,-3.081062,-0.007789,0.050549,-0.079718
1765409063.356627,-7.547823,4.851147,-2.724174,-0.015272,0.047800,-0.089034
1765409063.356841,-7.675752,4.844571,-2.594452,-0.014355,0.069639,-0.090561
1765409063.357091,-7.446197,4.733381,-2.919058,-0.017868,0.069639,-0.095295
1765409063.357341,-7.446197,4.733381,-2.919058,-0.017868,0.068570,-0.095295
1765409063.357591,-7.672166,4.868484,-2.635700,-0.025351,0.065515,-0.114995
1765409063.357884,-7.783357,4.876853,-2.643472,-0.027336,0.069486,-0.117592
1765409063.358134,-7.643471,4.687350,-3.038020,-0.026267,0.069791,-0.121104
1765409063.358384,-7.568148,4.618603,-3.113343,-0.032070,0.071929,-0.137597
1765409063.358634,-7.681730,4.756695,-3.054758,-0.038332,0.080940,-0.150426
1765409063.358963,-7.943566,4.906145,-2.951936,-0.034819,0.078954,-0.152869
1765409063.359213,-8.136059,4.838593,-2.669775,-0.044135,0.078954,-0.163254
1765409063.359463,-8.171926,5.003586,-2.718794,-0.049327,0.091783,-0.177762
1765409063.359713,-8.101386,5.147058,-3.192252,-0.051924,0.091783,-0.181580
1765409063.359823,-8.249043,4.994021,-3.217360,-0.051618,0.069180,-0.180663
1765409063.360073,-8.848636,5.076518,-2.375059,-0.055589,0.075289,-0.194255
1765409063.360323,-8.978956,5.105212,-2.503587,-0.069028,0.087965,-0.197920
1765409063.360573,-8.644188,4.918101,-2.850310,-0.072998,0.076358,-0.202960
1765409063.360875,-8.391916,5.037064,-3.543758,-0.070555,0.076358,-0.211665
1765409063.361208,-9.089549,4.870277,-2.486250,-0.077274,0.070402,-0.220828
1765409063.361542,-9.158297,5.016737,-2.757054,-0.078496,0.078802,-0.226936
1765409063.361904,-9.055475,5.054996,-2.979435,-0.084452,0.070555,-0.230602
1765409063.362154,-9.197751,4.725011,-2.837159,-0.095753,0.066432,-0.241139
1765409063.362404,-9.039333,4.613821,-3.128885,-0.096211,0.061697,-0.249080
1765409063.362654,-9.299377,4.553442,-2.888570,-0.095295,0.051924,-0.258701
1765409063.362813,-9.137971,4.248565,-2.827594,-0.108429,0.046731,-0.278402
1765409063.363063,-9.163078,5.015543,-3.220349,-0.104916,0.047800,-0.290161
1765409063.363313,-9.163078,5.015543,-3.220349,-0.104916,0.030085,-0.290161
1765409063.363563,-9.562408,4.566595,-2.526303,-0.113163,0.023366,-0.284358
1765409063.363939,-8.910807,4.293399,-3.731467,-0.115148,0.035277,-0.288328
1765409063.364189,-9.221663,4.305356,-3.338115,-0.117592,0.012370,-0.295048
1765409063.364439,-10.358679,4.479315,-1.489718,-0.115301,-0.008705,-0.316581
1765409063.364689,-9.898373,4.361549,-2.366092,-0.118355,0.016188,-0.311999
1765409063.364932,-8.236489,4.399210,-4.962935,-0.122937,0.016799,-0.313068
1765409063.365182,-9.224652,4.340028,-3.119321,-0.129962,-0.031307,-0.322384
1765409063.365432,-11.262552,4.092539,-0.731109,-0.127213,-0.009774,-0.327729
1765409063.365682,-10.227761,3.652558,-2.676948,-0.122937,-0.009774,-0.326966
1765409063.365915,-8.466043,3.650167,-4.719033,-0.130725,-0.008399,-0.349262
1765409063.366248,-9.393829,4.102104,-3.096604,-0.123242,-0.046426,-0.362090
1765409063.366582,-10.881156,3.969990,-1.348637,-0.129503,-0.072998,-0.358883
1765409063.366904,-10.622906,4.123624,-2.394189,-0.122784,-0.044593,-0.357967
1765409063.367154,-9.548061,3.900047,-3.430176,-0.130114,-0.044593,-0.360258
1765409063.367404,-9.675393,3.972979,-2.871233,-0.130114,-0.073609,-0.364076
1765409063.367654,-10.033475,3.749402,-2.690100,-0.127060,-0.096211,-0.359800
1765409063.367847,-10.033475,3.749402,-2.690100,-0.127060,-0.097738,-0.359800
1765409063.368097,-10.129124,3.680057,-2.661406,-0.129045,-0.094684,-0.391565
1765409063.368347,-10.392157,3.862984,-2.418699,-0.126449,-0.107207,-0.387594
1765409063.368597,-10.490194,3.686035,-2.399569,-0.121715,-0.129809,-0.382249
1765409063.368868,-10.554757,3.889287,-2.449784,-0.120646,-0.139888,-0.395535
1765409063.369118,-10.120754,4.010043,-2.572931,-0.121715,-0.124464,-0.396757
1765409063.369368,-9.311932,3.700382,-3.470827,-0.118813,-0.139735,-0.381333
1765409063.369618,-9.958152,3.904830,-2.486250,-0.121104,-0.165086,-0.395383
1765409063.369906,-10.346125,3.665112,-2.278814,-0.121868,-0.160352,-0.385914
1765409063.370239,-9.661644,3.247250,-2.825203,-0.117439,-0.166003,-0.378736
1765409063.370573,-9.563604,3.408655,-3.119321,-0.112246,-0.176387,-0.400269
1765409063.370813,-9.686751,3.171329,-2.501195,-0.113774,-0.179442,-0.397826
1765409063.371063,-9.602462,3.184481,-2.553802,-0.113316,-0.190743,-0.414167
1765409063.371313,-9.532519,3.964012,-3.183883,-0.103389,-0.190743,-0.410196
1765409063.371563,-9.647297,3.507890,-2.540650,-0.105374,-0.212887,-0.390343
1765409063.371849,-10.368243,3.653754,-1.618842,-0.096669,-0.212887,-0.399964
1765409063.372099,-10.307267,3.185676,-2.146102,-0.096669,-0.204640,-0.399964
1765409063.372349,-9.988641,2.619560,-2.348159,-0.098349,-0.221286,-0.399048
1765409063.372599,-10.370635,3.230511,-1.844811,-0.084758,-0.235947,-0.414319
1765409063.372838,-10.193686,3.373983,-1.761119,-0.080634,-0.234114,-0.406073
1765409063.373171,-9.133189,3.565279,-2.945361,-0.071777,-0.234878,-0.404240
1765409063.373505,-9.133189,3.565279,-2.945361,-0.071777,-0.255953,-0.404240
1765409063.374844,-9.658057,2.910090,-2.201698,-0.069180,-0.281303,-0.402255
1765409063.375094,-9.898971,3.042802,-2.060019,-0.065668,-0.264199,-0.408211
1765409063.375344,-9.512194,3.320181,-2.759445,-0.061392,-0.259770,-0.405156
1765409063.375594,-9.862504,3.455284,-2.049856,-0.053451,-0.275806,-0.411112
1765409063.374909,-9.693925,3.239478,-1.952415,-0.054825,-0.273515,-0.401186
1765409063.375242,-9.331658,3.404471,-2.541846,-0.047189,-0.287107,-0.407142
1765409063.375576,-9.463174,2.893352,-2.739120,-0.050244,-0.287107,-0.401033
1765409063.375900,-9.536106,2.884385,-2.272836,-0.040470,-0.306043,-0.409891
1765409063.376150,-9.807508,3.150406,-2.333811,-0.034972,-0.301920,-0.418595
1765409063.376400,-9.715446,2.881994,-1.727642,-0.030085,-0.315512,-0.406989
1765409063.376650,-10.044834,2.942970,-1.787422,-0.019242,-0.321926,-0.423482
1765409063.376854,-9.208511,3.173122,-2.560378,-0.008094,-0.321926,-0.411265
1765409063.377104,-8.553323,2.741511,-3.322572,-0.005651,-0.338267,-0.411112
1765409063.377354,-8.764944,2.947154,-2.508967,0.008094,-0.344070,-0.419664
1765409063.377604,-9.120037,2.751076,-2.327833,0.014813,-0.348346,-0.414930
1765409063.377918,-9.370515,3.231707,-2.040889,0.014966,-0.344833,-0.423330
1765409063.378168,-9.494260,3.766140,-2.013988,0.027947,-0.355676,-0.421650
1765409063.378418,-9.494260,3.766140,-2.013988,0.027947,-0.358425,-0.421650
1765409063.378668,-9.038736,3.903634,-2.391200,0.022449,-0.370184,-0.396299
1765409063.378966,-8.919176,2.739120,-1.974533,0.026878,-0.370184,-0.394466
1765409063.379299,-8.919176,2.739120,-1.974533,0.026878,-0.377057,-0.394466
1765409063.379633,-8.811572,3.486370,-2.323649,0.031307,-0.372628,-0.437838
1765409063.379887,-9.017216,4.318507,-1.930296,0.040775,-0.365297,-0.431118
1765409063.380137,-9.458392,4.128407,-1.242229,0.046273,-0.386067,-0.401491
1765409063.380387,-9.481706,3.874342,-1.510043,0.043219,-0.371559,-0.400117
1765409063.380637,-8.491750,3.488761,-2.571736,0.044135,-0.355676,-0.385914
1765409063.380820,-8.703370,3.067910,-2.144309,0.054367,-0.381638,-0.388968
1765409063.381070,-9.082973,2.676948,-1.872310,0.055741,-0.390190,-0.400117
1765409063.381320,-9.270683,3.597560,-1.524390,0.066279,-0.382554,-0.412792
1765409063.381570,-9.221663,3.781683,-1.917145,0.070708,-0.374155,-0.402560
1765409063.381892,-9.142754,3.683046,-1.653515,0.070402,-0.385609,-0.386525
1765409063.382225,-8.861190,3.161166,-2.205882,0.071471,-0.378889,-0.384082
1765409063.382559,-8.589190,2.200502,-2.380440,0.087201,-0.391717,-0.371864
1765409063.382830,-9.529531,2.226207,-1.852582,0.097891,-0.398895,-0.407142
1765409063.383080,-9.995216,2.932807,-0.994141,0.110414,-0.389579,-0.411570
1765409063.383330,-10.278573,3.529412,-0.860832,0.123547,-0.388358,-0.401033
1765409063.383580,-9.812887,3.308823,-1.080822,0.135001,-0.399811,-0.379500
1765409063.383866,-9.601864,2.348159,-1.446676,0.123547,-0.403629,-0.379042
1765409063.384116,-8.950262,2.195719,-2.043280,0.151036,-0.404851,-0.390037
1765409063.384366,-8.684838,2.421688,-1.896222,0.151495,-0.422413,-0.404698
1765409063.384616,-9.250358,3.293878,-1.481946,0.151495,-0.416305,-0.429438
1765409063.384815,-8.999282,3.748206,-1.957197,0.165392,-0.442572,-0.405920
1765409063.385065,-9.164274,3.620277,-1.536346,0.156229,-0.442572,-0.399506
1765409063.385315,-9.164274,3.620277,-1.536346,0.156229,-0.429896,-0.399506
1765409063.385565,-9.291008,3.077475,-1.440698,0.160658,-0.423177,-0.388816
1765409063.385812,-9.460783,3.005738,-1.501674,0.170279,-0.429744,-0.388663
1765409063.386145,-9.811094,2.636298,-1.034194,0.167683,-0.436616,-0.386678
1765409063.386479,-9.167263,3.140841,-1.914753,0.186314,-0.415847,-0.396757
1765409063.387477,-8.461261,2.930416,-2.560378,0.179900,-0.419512,-0.379958
1765409063.387727,-9.114058,2.975848,-1.523195,0.191048,-0.434631,-0.385303
1765409063.387977,-9.659253,2.212458,-1.398852,0.188452,-0.436769,-0.380416
1765409063.388227,-9.257531,2.422884,-2.263869,0.209679,-0.425926,-0.388816
1765409063.387949,-8.627449,2.324246,-2.821616,0.215635,-0.421344,-0.393550
1765409063.388282,-8.996890,2.455762,-1.585963,0.226631,-0.430660,-0.398284
1765409063.388616,-9.154709,2.630320,-1.724055,0.239612,-0.432340,-0.399506
1765409063.388854,-9.086560,2.404949,-2.215447,0.238543,-0.435394,-0.392786
1765409063.389104,-8.879722,2.450980,-2.712816,0.251982,-0.453567,-0.411418
1765409063.389354,-9.871471,2.645265,-1.113701,0.266032,-0.453567,-0.407294
1765409063.389604,-9.842180,3.101984,-0.549976,0.280693,-0.445015,-0.412639
1765409063.389942,-9.930654,3.519846,-1.227881,0.268781,-0.444710,-0.414930
1765409063.390192,-9.252151,3.993304,-1.814921,0.279776,-0.440281,-0.406989
1765409063.390442,-9.031563,3.852223,-2.034313,0.279013,-0.448375,-0.390801
1765409063.390692,-9.215686,3.295074,-1.217121,0.283136,-0.459982,-0.374613
1765409063.390854,-9.378884,2.522716,-1.772477,0.287107,-0.459218,-0.385914
1765409063.391187,-9.329267,2.842539,-1.746772,0.290008,-0.454331,-0.400422
1765409063.391521,-9.671208,3.582017,-1.382114,0.291383,-0.454331,-0.417068
1765409063.391860,-10.124939,3.784074,-0.259445,0.293826,-0.457996,-0.387899
1765409063.392110,-9.392634,3.213175,-1.462219,0.297797,-0.452498,-0.371712
1765409063.392360,-9.392634,3.213175,-1.462219,0.297797,-0.458607,-0.371712
1765409063.392610,-9.644905,1.689383,-1.378527,0.321621,-0.482431,-0.368504
1765409063.392894,-10.126732,1.597919,-0.950502,0.335365,-0.489761,-0.393550
1765409063.393144,-9.301768,2.685318,-1.932687,0.350942,-0.472962,-0.401797
1765409063.393394,-8.793041,3.333333,-2.568747,0.345750,-0.470214,-0.402866
1765409063.393644,-9.490674,3.535987,-1.284672,0.355676,-0.493885,-0.370795
1765409063.393834,-10.114776,2.791128,-0.756815,0.346208,-0.467465,-0.374919
1765409063.394167,-9.611428,3.175514,-2.062410,0.355676,-0.467465,-0.383471
1765409063.394501,-8.523433,2.629124,-2.745098,0.353538,-0.468992,-0.365450
1765409063.394824,-9.506216,2.609995,-1.231468,0.365145,-0.501062,-0.380111
1765409063.395074,-9.872069,2.709230,-0.983979,0.361174,-0.497855,-0.389274
1765409063.395324,-9.381873,3.124103,-1.903395,0.368810,-0.489914,-0.381638
1765409063.395574,-8.990912,2.161645,-2.271042,0.367588,-0.489914,-0.364687
1765409063.395855,-10.327594,1.973936,-0.670732,0.393245,-0.519846,-0.384387
1765409063.396188,-9.496651,1.518412,-1.571018,0.398895,-0.478613,-0.390037
1765409063.396522,-8.433763,2.325442,-2.772597,0.415083,-0.480140,-0.403629
1765409063.396920,-8.336919,2.624342,-2.609397,0.418137,-0.497550,-0.398437
1765409063.397170,-9.761477,2.613582,-0.798661,0.428827,-0.526719,-0.384692
1765409063.397420,-9.892395,2.326638,-0.975610,0.434020,-0.486707,-0.397979
1765409063.397670,-8.603538,2.831181,-2.754663,0.439976,-0.509920,-0.394466
1765409063.397887,-9.182209,3.389526,-1.203969,0.433409,-0.509920,-0.413098
1765409063.398137,-9.182209,3.389526,-1.203969,0.433409,-0.512210,-0.413098
1765409063.398387,-9.797344,3.217957,-0.841702,0.444099,-0.510225,-0.377820
1765409063.398637,-8.778095,3.220947,-2.706839,0.444099,-0.497244,-0.377820
1765409063.398997,-9.403395,2.559780,-1.137016,0.443641,-0.517708,-0.381638
1765409063.399330,-9.825441,2.337398,-1.364777,0.449750,-0.517708,-0.395841
1765409063.399664,-9.825441,2.337398,-1.364777,0.449750,-0.525191,-0.395841
1765409063.399897,-9.967718,2.839550,-1.066475,0.460898,-0.513127,-0.419054
1765409063.400147,-10.211022,2.929220,-1.085605,0.480293,-0.524733,-0.403629
1765409063.400397,-9.203729,3.186274,-2.033716,0.482278,-0.519541,-0.406531
1765409063.400647,-9.066833,3.096006,-2.454567,0.487470,-0.527482,-0.399200
1765409063.400925,-8.433763,3.110951,-2.275227,0.491899,-0.524581,-0.389121
1765409063.401175,-9.857722,3.220947,-0.930177,0.486860,-0.520915,-0.410654
1765409063.401425,-10.209229,3.713534,-0.444763,0.480140,-0.520915,-0.407294
1765409063.401675,-9.823050,3.544954,-1.421569,0.497855,-0.520305,-0.386525
1765409063.401889,-8.919176,3.015901,-2.021760,0.489303,-0.520305,-0.384082
1765409063.402222,-9.540888,3.125298,-1.037781,0.495259,-0.523512,-0.399048
1765409063.402556,-9.336440,2.432448,-1.584170,0.499077,-0.510072,-0.379653
1765409063.402891,-9.088353,2.126972,-1.987087,0.507629,-0.533896,-0.391870
1765409063.403141,-9.088353,2.126972,-1.987087,0.507629,-0.530536,-0.391870
1765409063.403391,-10.057388,2.528096,-0.387374,0.530995,-0.530078,-0.402102
1765409063.403641,-9.516378,3.153993,-1.356408,0.539241,-0.519388,-0.400575
1765409063.403948,-8.432567,2.636298,-1.976327,0.530384,-0.514043,-0.388816
1765409063.404281,-8.213772,3.075083,-2.538259,0.541227,-0.521373,-0.399048
1765409063.404615,-8.213772,3.075083,-2.538259,0.541227,-0.539547,-0.399048
1765409063.404948,-9.734576,2.952534,-0.610952,0.534049,-0.525802,-0.401797
1765409063.405198,-9.363341,2.916069,-1.487326,0.543059,-0.518166,-0.396604
1765409063.405448,-8.835485,2.743902,-1.819703,0.533133,-0.533744,-0.399048
1765409063.405698,-9.707077,2.807867,-1.257771,0.542296,-0.533744,-0.399200
1765409063.405931,-9.823647,2.236968,-0.632472,0.542296,-0.526260,-0.399200
1765409063.406181,-9.357962,1.841822,-1.791009,0.552069,-0.522290,-0.400880
1765409063.406431,-8.491750,1.392276,-2.488044,0.569632,-0.520610,-0.392481
1765409063.406681,-9.137971,2.248924,-1.741392,0.583834,-0.526260,-0.424093
1765409063.406911,-9.682567,2.767814,-0.773553,0.581391,-0.526260,-0.423024
1765409063.407244,-9.154709,3.316595,-1.803563,0.594372,-0.524122,-0.416152
1765409063.407578,-9.314920,3.504304,-1.307986,0.573450,-0.533438,-0.420733
1765409063.407877,-9.835006,2.996771,-0.414873,0.572228,-0.535423,-0.402866
1765409063.408127,-9.287420,2.595648,-1.496891,0.588416,-0.532064,-0.401644
