time,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
1766534317.669562,-7.941773,1.458632,-5.575083,-0.009163,-0.005803,-0.000458,-7.766618,1.463415,-5.626494,0.003818,-0.012065,0.004887,-7.800095,1.698350,-5.586441,-0.005803,-0.000458,-0.003360,-7.611190,1.576996,-5.598995,0.011454,0.007178,-0.005803
1766534317.669562,-7.917264,1.472979,-5.567909,-0.008705,-0.007330,0.000916,-7.730750,1.444883,-5.583452,0.003512,-0.009468,0.001833,-7.745097,1.708512,-5.597799,-0.009774,0.003818,-0.003665,-7.562171,1.572214,-5.582256,0.007025,0.008552,-0.006414
1766534317.669562,-7.963892,1.509445,-5.576278,-0.009163,-0.007941,-0.000305,-7.772596,1.474773,-5.618124,0.003512,-0.012370,0.002138,-7.760641,1.736011,-5.578072,-0.009774,0.005956,-0.004734,-7.579506,1.588952,-5.603179,0.006109,0.004734,-0.006261
1766534317.669562,-7.983619,1.467001,-5.504542,-0.009316,-0.008552,-0.001680,-7.833571,1.410808,-5.612147,0.004734,-0.008705,0.003971,-7.800095,1.701339,-5.538019,-0.009774,0.005956,-0.001374,-7.605212,1.523195,-5.619320,0.004581,0.009163,-0.005345
1766534317.669562,-8.036225,1.463415,-5.517096,-0.007789,-0.007178,-0.000764,-7.843734,1.431133,-5.624103,0.004734,-0.008399,0.003818,-7.828789,1.690578,-5.543997,-0.006720,0.007178,-0.003054,-7.648851,1.536346,-5.637254,0.008552,0.009163,-0.007330
1766534317.669562,-8.046987,1.495098,-5.442969,-0.009468,-0.006567,-0.002596,-7.870636,1.432329,-5.569105,0.005651,-0.008858,-0.000611,-7.828789,1.710904,-5.511716,-0.007789,0.005345,-0.004887,-7.649449,1.543520,-5.628885,0.006414,0.007636,-0.005040
1766534317.669562,-8.034432,1.489718,-5.483022,-0.006261,-0.004734,-0.002138,-7.844332,1.416786,-5.619320,0.003360,-0.011454,0.002596,-7.847321,1.695959,-5.541606,-0.007789,0.002749,-0.003818,-7.663796,1.538737,-5.649210,0.007025,0.007636,-0.005040
1766534317.669562,-8.022476,1.435916,-5.517096,-0.005651,-0.006872,-0.001069,-7.870636,1.413797,-5.620516,0.005192,-0.007789,0.003207,-7.853897,1.679818,-5.567312,-0.012523,0.006109,-0.002902,-7.687708,1.520803,-5.665350,0.007178,0.006109,-0.003665
1766534317.669946,-8.014107,1.488522,-5.504542,-0.008705,-0.006872,-0.003360,-7.829387,1.423960,-5.596604,0.004887,-0.009927,0.003054,-7.828789,1.719273,-5.534432,-0.012523,0.008858,-0.004734,-7.622549,1.574605,-5.585844,0.005803,0.004734,-0.005345
1766534317.669946,-7.953131,1.449067,-5.560735,-0.007636,-0.006414,-0.002596,-7.775585,1.380918,-5.593017,0.004734,-0.010537,0.003818,-7.785747,1.681014,-5.597202,-0.010385,0.006720,-0.004276,-7.589669,1.529172,-5.595408,0.006872,0.006109,-0.005345
1766534317.669946,-7.890961,1.501674,-5.604973,-0.005192,-0.006414,-0.000153,-7.739119,1.450263,-5.588235,0.006414,-0.009774,0.003054,-7.725967,1.732424,-5.644428,-0.010385,0.005345,-0.004276,-7.552605,1.550693,-5.576877,0.004429,0.006109,-0.006720
1766534317.669946,-7.911285,1.490315,-5.607364,-0.009163,-0.007178,-0.000611,-7.745097,1.419177,-5.602582,0.003512,-0.009774,0.000611,-7.719989,1.727044,-5.619320,-0.006261,0.005803,-0.004429,-7.531085,1.572812,-5.574485,0.007025,0.008705,-0.004887
1766534317.669946,-7.898134,1.514825,-5.603777,-0.007941,-0.009468,-0.000305,-7.722380,1.456241,-5.628885,0.005040,-0.010385,0.003971,-7.714011,1.734816,-5.591822,-0.005345,0.003360,-0.004887,-7.528694,1.587757,-5.598398,0.009621,0.010843,-0.004123
1766534317.669946,-7.934002,1.487326,-5.567312,-0.008858,-0.009468,-0.001222,-7.747488,1.426351,-5.587039,0.004581,-0.010232,0.005040,-7.740314,1.714490,-5.606168,-0.008858,0.004887,-0.003971,-7.564561,1.560856,-5.576877,0.007330,0.010843,-0.006261
1766534317.669946,-7.934002,1.487326,-5.567312,-0.008858,-0.002902,-0.001222,-7.784552,1.434720,-5.607364,0.004887,-0.011606,0.005040,-7.758249,1.703730,-5.591822,-0.008858,0.003207,-0.003360,-7.556790,1.556073,-5.610951,0.007941,0.003971,-0.006720
1766534317.669946,-7.933404,1.432329,-5.604973,-0.012217,-0.007941,-0.000458,-7.754662,1.397656,-5.596604,0.002902,-0.011301,0.003665,-7.758249,1.651124,-5.619320,-0.009774,0.004734,-0.001985,-7.573529,1.513630,-5.600190,0.009163,0.006261,-0.009163
1766534317.669946,-7.939980,1.483142,-5.563127,-0.010690,-0.006414,0.000305,-7.762434,1.413199,-5.554758,0.002291,-0.007941,0.002443,-7.733738,1.692970,-5.583452,-0.009927,0.005345,-0.005192,-7.569942,1.542324,-5.554758,0.009774,0.005956,-0.008247
1766534317.670945,-7.911883,1.456839,-5.602582,-0.005956,-0.008247,0.001374,-7.769009,1.420373,-5.552367,0.003360,-0.010079,0.003207,-7.778574,8.003346,1.487924,-1.409572,-0.008552,-0.007636,-0.001793,-7.812050,1.425753,-1.430952,0.004734,-0.010537
1766534317.670945,-7.992586,1.478359,-5.516499,-0.006261,-0.003971,-0.000153,-7.823409,1.396461,-5.629483,0.004581,-0.011606,0.002902,-7.804877,1.707317,-5.564322,-0.006720,0.006567,-0.004581,-7.614777,1.530368,-5.654591,0.008705,0.005498,-0.005345
1766534317.670945,-7.934002,1.472381,-5.554758,-0.007178,-0.006261,0.000305,-7.784552,1.414993,-5.633667,0.002749,-0.008552,0.002902,-7.780367,1.689383,-5.609157,-0.011301,0.005040,-0.004123,-7.602222,1.529770,-5.621711,0.008858,0.005498,-0.003818
1766534317.670945,-7.947154,1.517217,-5.592420,-0.009316,-0.006872,0.000000,-7.796508,1.480153,-5.609755,0.004887,-0.010843,0.001222,-7.771400,1.746772,-5.587039,-0.011301,0.004581,-0.002749,-7.599234,1.575203,-5.618124,0.006567,0.009774,-0.006261
1766534317.670945,-7.947154,1.517217,-5.592420,-0.009316,-0.006109,0.000000,-7.764824,1.417982,-5.557149,0.006567,-0.010996,0.002596,-7.735532,1.685796,-5.612147,-0.010690,0.005803,-0.003665,-7.562171,1.535150,-5.599593,0.005803,0.003054,-0.007025
1766534317.670945,-7.948349,1.392874,-5.584648,-0.005956,-0.005345,0.000458,-7.767814,1.351028,-5.594810,0.005040,-0.010385,0.002443,-7.777378,1.606886,-5.597799,-0.006414,0.003818,-0.003054,-7.593256,1.472979,-5.555954,0.006872,0.001680,-0.005651
1766534317.670945,-7.963892,1.238642,-5.445360,-0.009621,-0.005651,-0.007178,-7.791726,1.221903,-5.498565,0.005040,-0.010537,-0.001985,-7.841941,1.429938,-5.479434,-0.010232,0.001374,-0.008094,-7.650644,1.341463,-5.516499,0.007025,0.001680,-0.012065
1766534317.670945,-8.003346,1.268532,-5.450740,-0.008247,-0.011454,-0.014966,-7.809659,1.275705,-5.603777,0.004276,-0.018021,-0.009774,-7.851505,1.498087,-5.484217,-0.010232,-0.003512,-0.016952,-7.694284,1.415590,-5.608560,0.007941,-0.001374,-0.018326
1766534317.672210,-7.925633,1.535748,-5.771162,-0.009621,-0.011454,-0.023976,-7.763031,1.508249,-5.780726,0.004276,-0.018631,-0.020159,-7.791726,1.736011,-5.836919,-0.014050,-0.003971,-0.026420,-7.620157,1.640961,-5.779530,0.004276,-0.000458,-0.029016
1766534317.672210,-8.021280,2.005021,-5.749640,-0.011454,-0.016952,-0.028100,-7.855093,1.885461,-5.769966,0.001374,-0.020006,-0.025809,-7.808463,2.187948,-5.773552,-0.016188,-0.004734,-0.030543,-7.617765,2.002630,-5.771760,0.002443,-0.006720,-0.035583
1766534317.672210,-7.783954,2.472501,-6.026422,-0.018784,-0.017104,-0.022755,-7.643471,2.345170,-5.976805,-0.003207,-0.026420,-0.020922,-7.513748,2.736728,-6.094571,-0.016188,-0.011454,-0.025962,-7.368483,2.488044,-6.000716,-0.003665,-0.010232,-0.029322
1766534317.672210,-7.967479,2.556193,-6.241033,-0.024893,-0.022907,-0.008399,-7.809659,2.376255,-6.281683,-0.007178,-0.010690,-0.006567,-7.612385,2.812051,-6.169296,-0.026420,0.002291,-0.015577,-7.480869,2.461740,-6.205762,-0.011148,0.001833,-0.013439
1766534317.672210,-8.118124,1.764706,-6.285270,-0.027642,-0.007941,0.004429,-7.898134,1.711501,-6.299019,-0.017104,-0.010232,0.004581,-7.896938,1.993663,-6.318148,-0.026420,0.005345,-0.001374,-7.699664,1.838235,-6.311573,-0.011606,0.003207,-0.002138
1766534317.672210,-8.226924,1.269727,-6.294834,-0.029322,-0.005956,-0.000611,-8.062530,1.318747,-6.315159,-0.014508,-0.005803,0.002596,-8.147417,1.492109,-6.233859,-0.028558,0.010843,-0.003665,-7.975848,1.456839,-6.214729,-0.010996,0.015272,-0.007941
1766534317.672210,-8.428981,0.940339,-5.758608,-0.034056,-0.002596,-0.018937,-8.269966,1.028216,-5.927785,-0.020464,-0.009468,-0.013286,-8.413438,1.165710,-5.792682,-0.028558,0.008094,-0.020617,-8.222141,1.205165,-5.937350,-0.017868,0.013897,-0.021075
1766534317.672210,-8.311811,1.569225,-6.137015,-0.033750,-0.005956,-0.034972,-8.151003,1.582974,-6.153754,-0.020617,-0.016341,-0.027947,-8.225131,1.782640,-6.038975,-0.036041,-0.001680,-0.036805,-8.038617,1.712099,-6.086800,-0.021533,-0.001985,-0.036652
1766534317.672989,-8.231707,1.984098,-6.606885,-0.051160,-0.014050,-0.035430,-8.067908,1.905189,-6.513031,-0.023671,-0.018326,-0.031460,-8.048779,2.184959,-6.592539,-0.054062,-0.003512,-0.038790,-7.862864,2.020564,-6.497489,-0.035888,-0.005040,-0.039859
1766534317.672989,-8.596364,2.412123,-6.135819,-0.054367,-0.012981,-0.031154,-8.470826,2.241750,-6.431133,-0.036805,-0.007636,-0.026573,-8.302844,2.646461,-6.101745,-0.054062,0.006109,-0.030543,-8.146818,2.366690,-6.362983,-0.041539,-0.005040,-0.036805
1766534317.672989,-8.554519,2.254902,-6.144786,-0.066890,-0.006414,-0.017868,-8.401482,2.159254,-6.380917,-0.043830,-0.013744,-0.015730,-8.318986,2.473696,-6.047345,-0.058643,0.003207,-0.020311,-8.179100,2.276423,-6.290650,-0.052229,0.004581,-0.022602
1766534317.672989,-8.458870,1.795791,-6.230272,-0.082009,-0.013439,-0.022602,-8.280725,1.799378,-6.345049,-0.054978,-0.014355,-0.017868,-8.319583,2.027738,-6.117886,-0.072235,0.000305,-0.025504,-8.144428,1.940459,-6.188426,-0.062461,0.003818,-0.023366
1766534317.672989,-8.225728,1.364180,-6.725250,-0.094379,-0.010996,-0.031154,-8.040410,1.437111,-6.589550,-0.072540,-0.024282,-0.027794,-8.137254,1.595528,-6.605690,-0.102014,-0.009621,-0.035736,-7.972261,1.541128,-6.458632,-0.081245,0.003818,-0.037874
1766534317.672989,-8.175513,1.462219,-6.856766,-0.106901,-0.018021,-0.045051,-8.007531,1.521401,-6.687588,-0.092241,-0.022449,-0.043371,-8.106767,1.690578,-6.770085,-0.102014,-0.005956,-0.049022,-7.920850,1.645146,-6.565040,-0.091935,-0.000153,-0.051771
