time,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
1766534002.646930,-8.619678,-1.866332,-4.318507,-0.008399,-0.007178,-0.001833,-8.476207,-1.890244,-4.280248,0.006261,-0.010232,0.002291,-8.481586,-1.655906,-4.302965,-0.013286,0.006109,-0.003971,-8.250835,-1.761717,-4.288618,0.009163,0.009316,-0.005956
1766534002.646930,-8.619678,-1.866332,-4.318507,-0.008399,-0.006414,-0.001833,-8.455283,-1.811932,-4.302367,0.004887,-0.007025,0.001527,-8.446915,-1.553084,-4.295791,-0.009316,0.004887,-0.004581,-8.277140,-1.712099,-4.324485,0.007941,0.009316,-0.004581
1766534002.646930,-8.608320,-1.791009,-4.398612,-0.006872,-0.008552,0.000305,-8.425393,-1.843615,-4.343615,0.003665,-0.012217,0.003971,-8.451697,-1.603300,-4.347800,-0.008094,0.002902,-0.001527,-8.260401,-1.739000,-4.362744,0.007636,0.006720,-0.005040
1766534002.646930,-8.505499,-1.856767,-4.436872,-0.011454,-0.008552,0.000000,-8.369200,-1.896222,-4.374701,0.006872,-0.013592,0.004276,-8.389525,-1.640363,-4.422524,-0.010843,0.002596,-0.004276,-8.197034,-1.768292,-4.390244,0.007178,0.004429,-0.006261
1766534002.646930,-8.541367,-1.824486,-4.344810,-0.009316,-0.007178,-0.001222,-8.421806,-1.886657,-4.325083,0.009774,-0.010385,0.001985,-8.425393,-1.614060,-4.343615,-0.010385,0.006109,-0.002902,-8.226924,-1.741989,-4.357364,0.008552,0.002443,-0.005803
1766534002.646930,-8.619081,-1.830464,-4.252749,-0.004581,-0.004734,-0.001985,-8.453490,-1.886657,-4.314920,0.009774,-0.011912,0.001222,-8.448709,-1.630201,-4.300573,-0.009468,0.002749,-0.004429,-8.239477,-1.756337,-4.392634,0.007636,0.002443,-0.008705
1766534002.646930,-8.689621,-1.818508,-4.270085,-0.007178,-0.006567,-0.001680,-8.513868,-1.872310,-4.359158,0.007330,-0.010996,0.002291,-8.498325,-1.635581,-4.300573,-0.010079,0.003818,-0.004276,-8.341702,-1.761119,-4.413558,0.008094,0.005803,-0.005651
1766534002.646930,-8.742228,-1.815519,-4.207316,-0.008094,-0.006720,-0.001222,-8.556910,-1.880679,-4.311932,0.005040,-0.010232,0.003360,-8.546149,-1.639168,-4.277857,-0.010079,0.007178,-0.004734,-8.364418,-1.765901,-4.385461,0.008094,0.003360,-0.003971
1766534002.647995,-8.758965,-1.821497,-4.142754,-0.005192,-0.002902,0.000916,-8.580822,-1.879483,-4.266499,0.005040,-0.009163,0.003818,-8.559300,-1.624820,-4.184002,-0.009621,0.005345,-0.002902,-8.406263,-1.775466,-4.301769,0.005651,0.003360,-0.002596
1766534002.647995,-8.668100,-1.892635,-4.230033,-0.006720,-0.007636,-0.002138,-8.463653,-1.915351,-4.272477,0.002749,-0.012370,0.005803,-8.525227,-1.685198,-4.298182,-0.009621,0.005192,-0.002749,-8.268770,-1.791009,-4.330463,0.008399,0.008399,-0.006109
1766534002.647995,-8.625059,-1.829268,-4.287422,-0.008399,-0.005345,-0.003360,-8.471424,-1.875896,-4.332855,0.001527,-0.013134,0.003207,-8.450501,-1.623027,-4.351985,-0.010079,0.005498,-0.005345,-8.277737,-1.751554,-4.378287,0.007483,0.008858,-0.006872
1766534002.647995,-8.674078,-1.782640,-4.349593,-0.007941,-0.005956,-0.000153,-8.504303,-1.856767,-4.406982,0.003054,-0.010079,0.002138,-8.518650,-1.602104,-4.350191,-0.010079,0.007025,-0.004276,-8.311811,-1.726446,-4.438665,0.008552,0.008858,-0.006109
1766534002.647995,-8.663319,-1.795791,-4.363940,-0.006261,-0.006567,0.000153,-8.480392,-1.851985,-4.380081,0.004123,-0.011759,0.002291,-8.511477,-1.593735,-4.356766,-0.007483,0.003665,-0.002749,-8.304040,-1.697154,-4.402797,0.008858,0.005345,-0.007178
1766534002.647995,-8.651361,-1.843615,-4.312530,-0.009316,-0.006414,-0.000458,-8.479196,-1.872310,-4.346006,0.004123,-0.008552,0.002749,-8.494739,-1.634385,-4.296389,-0.012523,0.005498,-0.002902,-8.280128,-1.773075,-4.361549,0.007789,0.005956,-0.005040
1766534002.647995,-8.638210,-1.831659,-4.272477,-0.007636,-0.006567,-0.000458,-8.521042,-1.866929,-4.314322,0.005651,-0.008094,0.001833,-8.494739,-1.606886,-4.288618,-0.012523,0.006720,-0.003207,-8.279531,-1.760521,-4.357962,0.005651,0.005956,-0.004123
1766534002.647995,-8.721902,-1.826877,-4.227044,-0.008094,-0.004581,0.000916,-8.563485,-1.896820,-4.319703,0.005498,-0.010690,0.003054,-8.558703,-1.640363,-4.280846,-0.011454,0.005345,-0.004429,-8.350071,-1.801171,-4.368722,0.005651,0.006414,-0.005040
1766534002.647995,-8.750597,-1.838833,-4.193567,-0.005040,-0.009774,-0.001527,-8.592777,-1.893830,-4.310138,0.001222,-0.012523,0.003207,-8.593973,-1.615256,-4.261716,-0.008399,0.003054,-0.004581,-8.402678,-1.779053,-4.380678,0.006109,0.003971,-0.006720
1766534002.648861,-8.862385,-1.792204,-4.131994,-2.197740,-0.464563,-1.116662,-0.020325,-0.029890,-0.007174,-2.164448,-0.475559,-1.090547,0.022119,-0.040650,0.015543,-2.167503,-0.413556,-1.101390,-0.043042,0.022716,-0.019130,-2.115121,-0.448681,-1.099863
1766534002.648861,-8.738641,-1.838833,-4.145743,-0.010079,-0.005498,-0.000305,-8.564083,-1.900406,-4.274270,0.007178,-0.010843,0.002443,-8.576637,-1.647537,-4.241989,-0.011148,0.004887,-0.002749,-8.375177,-1.767695,-4.386059,0.007483,0.003971,-0.005040
1766534002.648861,-8.835485,-1.847202,-4.060258,-0.007330,-0.008399,-0.001069,-8.656144,-1.927905,-4.354973,0.005192,-0.010232,0.000764,-8.662720,-1.646341,-4.176829,-0.007483,0.007330,-0.003818,-8.478000,-1.804160,-4.413558,0.007636,0.003971,-0.007483
1766534002.648861,-8.782878,-1.817910,-4.195360,-0.005192,-0.003207,-0.000611,-8.603538,-1.895026,-4.330463,0.003665,-0.008399,0.001680,-8.601147,-1.631994,-4.274868,-0.009010,0.008552,-0.004581,-8.399090,-1.767097,-4.424916,0.007636,0.009316,-0.006261
1766534002.648861,-8.762552,-1.814323,-4.239000,-0.007789,-0.003207,-0.001374,-8.571257,-1.875299,-4.305356,0.005651,-0.011912,0.001069,-8.605929,-1.612864,-4.279650,-0.009010,0.004429,-0.003665,-8.391916,-1.753945,-4.410569,0.008399,0.009316,-0.005345
1766534002.648861,-8.822333,-1.839431,-4.144547,-0.009316,-0.005498,-0.001527,-8.611907,-1.886657,-4.275465,0.006567,-0.010690,0.004429,-8.622667,-1.629005,-4.221664,-0.011454,0.007789,-0.004581,-8.454087,-1.798182,-4.387852,0.007025,0.007789,-0.004734
1766534002.648861,-8.766139,-1.859158,-4.215686,-0.006567,-0.005345,-0.000916,-8.583810,-1.893830,-4.351985,0.006567,-0.006109,0.003971,-8.623265,-1.654113,-4.270683,-0.011454,0.006872,-0.002749,-8.422404,-1.770086,-4.381874,0.006567,0.010537,-0.004581
1766534002.648861,-8.703370,-1.819703,-4.302965,-0.006109,-0.005345,-0.001527,-8.497129,-1.850789,-4.328670,0.006414,-0.006872,0.002291,-8.547345,-1.603897,-4.320899,-0.010690,0.006261,-0.003360,-8.350071,-1.734816,-4.330463,0.008858,0.010537,-0.006109
1766534002.649915,-8.672883,-1.789813,-4.320899,-0.009163,-0.006872,-0.001374,-8.518650,-1.849593,-4.276063,0.006414,-0.010079,0.003054,-8.487565,-1.575801,-4.320899,-0.010079,0.002596,-0.002138,-8.303443,-1.728838,-4.313725,0.007330,0.008399,-0.005651
1766534002.649915,-8.764944,-1.752152,-4.181014,-0.011148,-0.007025,-0.001222,-8.589788,-1.838833,-4.332855,0.006414,-0.011606,0.003818,-8.584408,-1.547704,-4.208512,-0.007330,0.003971,-0.004276,-8.391916,-1.698948,-4.399808,0.006872,0.004276,-0.006414
1766534002.649915,-8.856407,-1.871114,-4.038737,-0.008399,-0.006567,-0.001527,-8.705164,-1.950024,-4.306551,0.003360,-0.008247,0.000764,-8.605331,-1.667264,-4.118842,-0.008705,0.006261,-0.002749,-8.418818,-1.859158,-4.333452,0.005803,0.005803,-0.004581
1766534002.649915,-8.580224,-1.860354,-4.296987,-0.006872,-0.007483,-0.001527,-8.399090,-1.912960,-4.279650,0.003360,-0.010232,0.001374,-8.397895,-1.663080,-4.310138,-0.009927,0.003665,-0.005498,-8.199425,-1.787422,-4.300573,0.005803,0.005803,-0.007025
1766534002.649915,-8.414035,-1.835246,-4.591105,-0.008399,-0.007483,-0.001069,-8.212577,-1.923720,-4.312530,0.001527,-0.010843,0.003971,-8.187469,-1.654113,-4.599473,-0.010537,0.000611,-0.004429,-8.011716,-1.807747,-4.350789,0.007025,0.006414,-0.004887
1766534002.649915,-8.656742,-2.053443,-4.148732,-0.007330,-0.004276,-0.000305,-8.412242,-2.039694,-4.203730,0.006261,-0.009010,0.005956,-8.510281,-1.863940,-4.220468,-0.010537,0.005040,-0.002443,-8.322572,-1.918938,-4.320301,0.006414,0.006414,-0.005345
1766534002.649915,-8.815757,-2.265064,-3.877929,-0.007025,-0.007483,-0.002138,-8.646580,-2.241152,-4.162481,0.006261,-0.005040,0.001985,-8.723696,-2.070181,-3.963414,-0.008858,0.012065,-0.006567,-8.487565,-2.106647,-4.198947,0.007636,0.014966,-0.009010
1766534002.649915,-8.550931,-2.257293,-4.163079,-0.009010,-0.003207,-0.009163,-8.341702,-2.263869,-4.167264,0.006414,-0.013286,-0.007025,-8.428382,-2.067790,-4.225251,-0.008858,-0.000305,-0.012981,-8.192849,-2.132951,-4.220468,0.007789,0.001374,-0.017104
1766534002.649915,-8.308225,-2.210665,-4.465566,-0.001374,-0.014050,-0.008552,-8.102582,-2.272836,-4.365136,0.003054,-0.017257,-0.008858,-8.112146,-2.024749,-4.488282,-0.002749,-0.003360,-0.014661,-7.902318,-2.168221,-4.390244,0.012675,-0.005040,-0.016952
1766534002.650869,-8.228120,-2.528694,-4.250358,0.003665,-0.014050,-0.009774,-8.082256,-2.500000,-4.264706,0.005651,-0.014966,-0.009621,-8.113342,-2.323051,-4.325681,-0.002749,0.000305,-0.013286,-7.949545,-2.406145,-4.374103,0.017104,0.000916,-0.016646
1766534002.650869,-8.479196,-2.843137,-3.654351,0.003665,-0.010385,-0.009774,-8.324365,-2.838354,-3.996293,0.013286,-0.007789,-0.014050,-8.357244,-2.626733,-3.761358,0.000305,0.007636,-0.021075,-8.165948,-2.727164,-4.123624,0.021686,0.005651,-0.023366
1766534002.650869,-8.362624,-3.006934,-3.697991,0.010537,-0.007636,-0.028405,-8.228120,-2.989000,-3.907221,0.017715,-0.010537,-0.022144,-8.272357,-2.814442,-3.857006,0.007483,0.002138,-0.029932,-8.140841,-2.880201,-3.996891,0.026725,0.007330,-0.033445
1766534002.650869,-8.029650,-2.971664,-4.253945,0.013897,-0.005192,-0.034208,-7.853897,-2.949545,-4.085963,0.023060,-0.024587,-0.033598,-7.958512,-2.782161,-4.307747,0.007483,-0.009468,-0.042150,-7.745097,-2.806073,-4.137972,0.032529,-0.009163,-0.042455
1766534002.650869,-8.137254,-2.906504,-3.928144,0.017410,-0.017410,-0.043677,-7.969870,-2.878407,-4.062649,0.030696,-0.022297,-0.044746,-8.047584,-2.704447,-3.919775,0.013897,-0.005956,-0.053145,-7.831778,-2.761836,-4.072214,0.030849,-0.009163,-0.051160
1766534002.650869,-8.113342,-2.730153,-3.944285,0.012828,-0.014813,-0.055131,-7.918459,-2.776781,-4.105690,0.028711,-0.022755,-0.050091,-7.966283,-2.544237,-3.944285,0.014050,-0.006720,-0.058338,-7.751075,-2.666188,-4.152319,0.031001,-0.003512,-0.062308
1766534002.650869,-8.113342,-2.730153,-3.944285,0.012828,-0.019395,-0.055131,-7.856885,-2.607604,-4.122429,0.026573,-0.023060,-0.054367,-7.924438,-2.411525,-3.961621,0.017562,-0.005498,-0.062766,-7.737923,-2.482066,-4.126016,0.026420,-0.001833,-0.065057
1766534002.650869,-8.033237,-2.523911,-4.043519,0.011912,-0.026114,-0.060170,-7.834767,-2.656623,-4.189383,0.023060,-0.029169,-0.056352,-7.797704,-2.345767,-4.149928,0.011912,-0.012217,-0.063835,-7.622549,-2.528694,-4.250956,0.027947,-0.011301,-0.063377
1766534002.651911,-8.034432,-2.592061,-4.001673,0.008705,-0.026114,-0.056810,-7.819224,-2.648254,-4.251554,0.024435,-0.024435,-0.054062,-7.876613,-2.417503,-4.069225,0.007025,-0.010537,-0.060323,-7.656024,-2.514945,-4.309540,0.022602,-0.011301,-0.062919
1766534002.651911,-8.034432,-2.592061,-4.001673,0.008705,-0.021533,-0.056810,-7.989597,-2.419894,-4.154710,0.020922,-0.022297,-0.057116,-7.962697,-2.123984,-3.846245,0.005498,-0.005192,-0.063988,-7.785747,-2.311095,-4.140961,0.018784,-0.008705,-0.066890
1766534002.651911,-7.991390,-2.317073,-3.928741,-0.001833,-0.015577,-0.056963,-7.845528,-2.496413,-3.960425,0.014966,-0.027031,-0.051771,-7.731348,-2.156862,-3.915590,0.002749,-0.015424,-0.057116,-7.550214,-2.390004,-3.961621,0.016646,-0.009316,-0.058948
1766534002.651911,-7.740314,-2.429459,-4.263510,-0.005345,-0.022144,-0.047647,-7.541845,-2.450980,-4.068029,0.008552,-0.029627,-0.045815,-7.539454,-2.211860,-4.252749,-0.005345,-0.019548,-0.050549,-7.394786,-2.363701,-4.142754,0.014203,-0.009316,-0.053603
1766534002.651911,-7.580104,-2.452176,-4.684958,-0.007178,-0.028711,-0.046273,-7.414514,-2.539454,-4.456001,0.007789,-0.032070,-0.042608,-7.435437,-2.283596,-4.635342,-0.005345,-0.013897,-0.048869,-7.195121,-2.446198,-4.467360,0.010537,-0.016035,-0.049633
1766534002.651911,-7.704447,-2.511955,-4.607843,-0.010690,-0.025504,-0.042150,-7.533476,-2.554400,-4.548063,0.007789,-0.020922,-0.036652,-7.531085,-2.314682,-4.624581,-0.009163,-0.004276,-0.043982,-7.355331,-2.439024,-4.567192,0.009163,-0.000458,-0.046273
1766534002.651911,-7.954327,-2.436633,-4.265901,-0.008858,-0.014203,-0.037721,-7.753466,-2.532281,-4.402199,0.002138,-0.011759,-0.035125,-7.767215,-2.230990,-4.236011,-0.009163,0.003512,-0.041081,-7.577713,-2.392396,-4.381874,0.005956,-0.000458,-0.045662
1766534002.651911,-8.457076,-2.434242,-3.126494,-0.019853,-0.007025,-0.035277,-8.302247,-2.439622,-4.121233,0.002138,-0.008552,-0.033292,-8.357244,-2.266858,-3.244859,-0.024129,0.009621,-0.038026,-8.130080,-2.315279,-4.185796,-0.003360,0.010690,-0.043219
1766534002.652839,-8.764944,-2.794117,-3.654949,-0.026725,-0.002749,-0.031154,-8.499520,-3.140841,-4.157101,-0.009010,-0.001222,-0.028558,-8.152199,-2.612386,-4.081779,-0.028253,0.010232,-0.034819,-8.048779,-3.134265,-4.399808,-0.011301,0.010690,-0.036805
1766534002.652839,-7.575322,-3.305236,-5.316833,-0.012828,-0.026420,-0.012217,-7.421687,-3.311214,-4.518172,-0.002749,-0.029780,-0.008552,-7.415112,-3.146819,-5.472261,-0.028253,-0.012370,-0.016341,-7.210066,-3.251434,-4.733381,0.001374,0.018631,-0.017562
1766534002.652839,-8.226924,-3.191056,-3.978957,0.000458,-0.026420,-0.020922,-8.018889,-2.990196,-4.531324,-0.002749,-0.014203,-0.016952,-8.412242,-2.993783,-3.678861,-0.003818,0.002749,-0.023976,-8.153394,-2.840746,-4.428503,0.008705,0.001222,-0.026878
1766534002.652839,-9.717837,-2.922046,-1.285270,-0.012370,-0.014355,-0.031307,-9.393829,-3.286704,-3.216164,0.010232,0.015424,-0.025656,-9.202533,-2.766618,-1.698948,-0.003818,0.026420,-0.035736,-9.021997,-3.193448,-3.549737,-0.001680,0.026573,-0.036805
1766534002.652839,-8.061932,-2.829985,-4.563605,-0.009010,0.010537,-0.013897,-7.713414,-2.847919,-4.017216,0.001985,-0.038637,-0.011759,-7.873026,-2.638689,-4.603060,-0.012523,-0.024893,-0.019548,-7.869440,-2.848517,-4.131994,0.005498,0.026573,-0.019395
1766534002.652839,-7.229794,-2.813247,-5.849473,-0.003971,-0.032529,-0.006109,-7.074963,-2.737326,-4.752510,0.001985,-0.054672,-0.006414,-7.166427,-2.609397,-5.602582,-0.012523,-0.036194,-0.010385,-6.982304,-2.626733,-4.557627,0.010690,-0.036041,-0.015730
1766534002.652839,-8.903633,-3.012314,-2.870038,-0.010232,-0.045357,-0.009316,-8.747010,-3.356050,-4.060855,0.007941,-0.023518,-0.006872,-8.401482,-2.839550,-3.326159,-0.010079,-0.007483,-0.010232,-8.128885,-3.240674,-4.392634,0.005498,-0.036041,-0.010996
