time,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
1766534307.329389,-7.884983,-4.936632,3.346484,-0.009010,-0.009163,-0.000611,-7.696077,-5.005978,3.372788,0.002291,-0.010385,0.003360,-7.724771,-4.754901,3.352463,-0.009774,0.002291,-0.004429,-7.502390,-4.913916,3.302845,0.008399,0.006414,-0.005192
1766534307.329389,-7.864657,-4.979674,3.289096,-0.009927,-0.005803,-0.001069,-7.663796,-5.028694,3.334528,0.002596,-0.012981,0.002443,-7.730750,-4.808703,3.285509,-0.009774,0.002749,-0.004734,-7.486847,-4.916307,3.229316,0.009621,0.006414,-0.003818
1766534307.329389,-7.864657,-4.979674,3.289096,-0.009927,-0.007178,-0.001069,-7.734337,-4.991630,3.347680,0.005651,-0.011606,0.001833,-7.765422,-4.753108,3.381157,-0.010385,0.003971,-0.002138,-7.517335,-4.899569,3.244859,0.008552,0.005192,-0.006872
1766534307.329389,-7.997368,-4.954566,3.427188,-0.008399,-0.008399,-0.001833,-7.771400,-5.040649,3.358441,0.002443,-0.010385,0.002749,-7.810855,-4.797943,3.409851,-0.012065,0.003512,-0.003512,-7.576518,-4.952773,3.238283,0.007025,0.005803,-0.006109
1766534307.329389,-8.003944,-4.931252,3.487565,-0.007789,-0.008399,-0.001222,-7.796508,-5.015543,3.324964,0.005192,-0.010690,0.001833,-7.883787,-4.785389,3.460664,-0.008858,0.004429,-0.000764,-7.615973,-4.904949,3.225729,0.006261,0.005803,-0.004429
1766534307.329389,-7.998564,-4.942610,3.382353,-0.008705,-0.011148,-0.000305,-7.785747,-5.029890,3.292683,0.005192,-0.010385,0.002443,-7.844332,-4.764466,3.370994,-0.011148,0.004429,-0.000916,-7.612385,-4.937828,3.182090,0.006720,0.007025,-0.005651
1766534307.329389,-7.957316,-4.945002,3.402678,-0.005956,-0.007025,0.001069,-7.766618,-5.005978,3.315399,0.003665,-0.011454,0.002749,-7.823409,-4.752510,3.391917,-0.011148,0.003665,-0.002749,-7.592060,-4.921090,3.219153,0.007941,0.007025,-0.005345
1766534307.329389,-7.957316,-4.945002,3.402678,-0.005956,-0.010232,0.001069,-7.779769,-5.004782,3.331540,0.004429,-0.012217,0.001222,-7.838354,-4.775227,3.420612,-0.011606,0.005192,-0.003360,-7.608799,-4.919894,3.247848,0.007941,0.007789,-0.007941
1766534307.330340,-7.993184,-4.951577,3.473218,-0.009316,-0.006720,0.000305,-7.754064,-5.017933,3.370396,0.001069,-0.010843,0.003665,-7.833571,-4.784791,3.420014,-0.009621,0.005803,-0.004276,-7.606407,-4.939024,3.237685,0.006567,0.007330,-0.006872
1766534307.330340,-8.039214,-4.952175,3.446317,-0.010079,-0.006720,0.001374,-7.832974,-5.049019,3.310616,0.005651,-0.010690,0.001985,-7.881994,-4.802725,3.398493,-0.009316,0.004581,-0.004276,-7.623146,-4.962935,3.188665,0.005956,0.007330,-0.006872
1766534307.330340,-8.038019,-4.844571,3.524629,-0.007483,-0.006261,0.000153,-7.816833,-4.952175,3.378766,0.002749,-0.010843,0.000611,-7.873026,-4.673601,3.480392,-0.007789,0.006261,-0.003818,-7.627928,-4.854734,3.245456,0.006567,0.009774,-0.003665
1766534307.330340,-8.058345,-4.708273,3.553921,-0.009316,-0.000611,0.002291,-7.849114,-4.845767,3.414634,0.002749,-0.010690,0.005040,-7.822811,-4.531324,3.524031,-0.007025,0.005498,-0.003665,-7.593256,-4.756695,3.276542,0.005345,0.007941,-0.000611
1766534307.330340,-7.956718,-4.809899,3.461262,-0.011759,-0.005498,0.012523,-7.730152,-4.964131,3.358441,0.003665,-0.010385,0.013897,-7.692491,-4.639526,3.409851,-0.013592,0.004276,0.008858,-7.486847,-4.899569,3.195839,0.002902,0.007941,0.007483
1766534307.330340,-7.872428,-5.062768,3.385341,-0.007483,-0.005498,0.018173,-7.654232,-5.161406,3.376375,0.002596,-0.008247,0.025351,-7.694882,-4.930655,3.412243,-0.011759,0.007636,0.015577,-7.471304,-5.070539,3.278335,0.008705,0.012217,0.010537
1766534307.330340,-7.876015,-5.160808,3.757173,-0.003818,-0.005498,0.018631,-7.663796,-5.234337,3.677068,0.002749,-0.006261,0.023976,-7.721185,-4.996412,3.776901,-0.008552,0.009621,0.016952,-7.495217,-5.129124,3.604136,0.011301,0.008705,0.014203
1766534307.330340,-7.948349,-5.434002,3.910808,-0.009621,-0.005345,0.021991,-7.764824,-5.532042,3.804399,0.005040,-0.013592,0.025045,-7.751075,-5.265423,3.825920,-0.008552,0.001222,0.020006,-7.493423,-5.478837,3.647776,0.010843,0.008705,0.018937
1766534307.330340,-7.986608,-5.643830,3.826518,-0.001833,-0.013592,0.024129,-7.769009,-5.674318,3.687231,0.005040,-0.018937,0.027031,-7.879004,-5.492587,3.767934,-0.002443,0.001527,0.020159,-7.639884,-5.587637,3.527020,0.018631,0.003971,0.017104
1766534307.331360,-8.104973,-5.760401,3.922166,0.003818,-0.013134,0.018326,-7.900525,-5.848278,3.800215,0.010232,-0.015424,0.021533,-7.969870,-5.601386,3.822931,-0.002443,-0.000153,0.014966,-7.716403,-5.769966,3.614299,0.022602,0.001833,0.015119
