time,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,t_norm
0.0,-9.502025736585077,-0.07063880273398782,0.0577036500614116,-0.0017899360452325159,-0.005642462316428745,0.0016107548621103868,0.0
0.0025,-9.588214576467792,-0.007303782810406542,0.11793112433492717,0.002505101996570633,-0.015559206485262036,0.0031967974539038398,0.0025
0.005,-9.623691448256126,0.016735601067401587,0.08022388609586628,0.002524089748795381,-0.0009592691131285852,-0.002845330799171476,0.005
0.0075,-9.588688445950254,-0.06776760319626327,0.08426435300732003,0.0038777606621310844,-0.004668768523150252,0.0003795102239010719,0.0075
0.01,-9.775063050290836,-0.016794926458240794,0.07041255772245557,0.002250390694816525,-0.0008021166722452927,-0.011120924620222785,0.01
0.0125,-9.765371114890339,-0.05060252321753927,0.052276555935165545,-0.0023623553510430965,-0.004232623282804123,0.0007992070096890599,0.0125
0.015,-9.769258629005048,0.00954722652989277,0.07594697484353242,-0.003923008858645458,-0.005754163713441295,0.0033010973164470797,0.015
0.0175,-9.822966152580625,-0.013460832709557662,0.04219752672400587,-0.0034013532421065602,-0.0055104492191228455,0.0031035487239839126,0.0175
0.02,-9.802636346670079,-0.0394470377496691,0.0056611630186831526,0.0032221051888219865,-0.0057305779364843126,-0.00031243367029192335,0.02
0.0225,-9.867543093977112,-0.04660581815980077,-0.07953789901166271,0.002957453302788177,-8.266209077108512e-05,0.009196668417091146,0.0225
0.025,-9.891939092704737,0.041553695832748705,-0.021586833884068,-0.0016461194110073392,0.0052740266525740185,-0.005001681182824581,0.025
0.0275,-9.923379152097032,-0.055661861176888205,0.0625611142068921,0.000379796129616677,-0.002033802786483348,0.006191415729437493,0.0275
0.03,-9.799939105604324,-0.0012311451274738322,0.036712144749159556,-0.000140522478320873,-0.007764523030941915,0.008259495626962342,0.03
0.0325,-9.82546580473345,0.008697890726433599,0.05974917555631924,-0.0027008500922067564,-0.006132367265196576,0.015642264528685484,0.0325
0.035,-9.788942602012671,5.9455884628595995e-05,0.02725107094041804,0.004682076536844821,-0.00447008017109528,-0.0023941580406342316,0.035
0.0375,-9.85581151409847,-0.008846342448484824,-0.004686308887541488,0.0003191856507175576,-0.006852898434496243,-0.0050776527469950745,0.0375
0.04,-9.79699257216238,-0.021246659403190607,0.027333878735706647,-0.0017707454996469054,-0.007397438535996687,-0.0005203387310805439,0.04
0.0425,-9.820272383596658,-0.0789482532041157,0.0013769608127252725,-0.016150207806321384,-0.008129384502046356,-0.0002136912365857913,0.0425
0.045,-9.866124020565238,0.028405095888728405,0.08223637040836929,0.010606472207931079,-0.0042054714864956854,-0.003083750407951391,0.045
0.0475,-9.760483340160185,-0.05191897990883525,0.0373897894845166,0.0018732933601247092,-0.006636375945424102,0.0028729984430698697,0.0475
0.05,-9.847264803416252,-0.030405311484361423,0.009998644969967472,-0.01164765381502187,-0.01053936254535442,0.0038979087164490284,0.05
0.0525,-9.837459062875887,0.012667128487241254,0.024488309528728047,-0.004798055594676813,0.00216165359950699,0.0072144507216856365,0.0525
0.055,-9.824074740754233,0.04045074925942779,0.00021414819462225966,0.003377779536919304,-0.006050886927984852,0.0045386198340542985,0.055
0.0575,-9.898702608449623,0.008444693482871987,0.02742544988348717,0.0028787601261278245,0.004180563378137241,0.008225158672068956,0.0575
0.06,-9.846028043792794,-0.0234652552157669,-0.015577278766099,-0.0037600354674761217,-0.0015597804558539273,0.005074833210671784,0.06
0.0625,-9.867845480416541,-0.035936955618952805,-0.022985305529883517,0.0013367355544235838,-7.487784515484907e-05,-0.004179715991543076,0.0625
0.065,-9.82836293472623,-0.02989598381580798,-0.004398290051466406,0.0028360540705482276,-0.009151390995047944,0.006483515463623922,0.065
0.0675,-9.768749816678765,-0.0535158032211732,-0.016320434478735324,0.005874080324738784,0.001942763830137191,0.0025388173453738143,0.0675
