time,j1,j2,j3,j4,j5,j6,j7,grip1,grip2,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,quat_x,quat_y,quat_z,quat_w
1.0333333333333345,0.00016703313,-0.78463066,4.018289e-05,-2.3561552,9.3351664e-05,1.5709763,0.7860001,1.2118691e-05,1.21186895e-05,0.0,-0.0,0.0,-2.972376988594288e-08,0.012697867464917412,3.1608473627626904e-07,0.00020324559723577538,0.9999999412467147,3.237064284739225e-05,-0.00027413488670171
1.0500000000000012,0.00016666205,-0.7846152,3.9605857e-05,-2.3561676,0.0001611648,1.5709764,0.7859992,0.0031457976,0.0031474046,-0.0380856678602548,-0.04943816454966917,0.003237223636154418,3.393715641099223e-06,0.012836724165776733,-0.0007135571084750139,0.00020320471080893424,0.9999999356705191,6.647599416683832e-05,-0.00028800650227243376
1.0666666666666678,0.00016679303,-0.7846009,3.9738545e-05,-2.3561795,0.00015004164,1.5709764,0.7859992,0.0060938,0.006095271,0.002018241623424899,0.0574251823900214,-0.0005049449690375241,8.822076848088681e-06,0.012966035546545795,-0.0006341485839561832,0.00020309064767049014,0.999999932189157,6.086248751707329e-05,-0.00030111729953636977
1.0833333333333344,0.00016707592,-0.784588,3.9944047e-05,-2.356191,0.00014015191,1.5709764,0.7859992,0.008805984,0.008807337,0.002325823706028629,-0.0011729815375834541,-0.0005620364259995014,2.8522496861577522e-05,0.013088324224481399,-0.0005674451665447696,0.00020287497475590622,0.9999999287819568,5.584029041348511e-05,-0.00031330446526141737
1.100000000000001,0.00016765736,-0.7845765,4.029962e-05,-2.3562024,0.00013124435,1.5709765,0.7859992,0.011301217,0.011302462,0.0016192299021611234,-0.0012390814110118764,-0.0007210719615402539,6.68248785822527e-05,0.013204181003103211,-0.0005177473808172973,0.00020245703798220797,0.9999999254714124,5.125638185714871e-05,-0.00032471695490497515
1.1166666666666676,0.00016872391,-0.78456664,4.0902894e-05,-2.3562138,0.00012306395,1.5709767,0.7859992,0.013596854,0.013598,0.0018827327922688042,-0.0013706417089706896,-0.0008557621557381268,0.0001288782386316136,0.013315286191320747,-0.0004868266097928341,0.00020170897152627538,0.9999999223632292,4.694876505491327e-05,-0.0003352354993353505
1.1333333333333342,0.00017049855,-0.78455836,4.1870386e-05,-2.3562253,0.000115343995,1.5709771,0.7859973,0.01570886,0.015709916,0.0017509165827211959,-0.0015560513640774736,-0.0007882817920412677,0.00022002727996695302,0.013421129177645397,-0.0004761985087738026,0.00019952435918465248,0.9999999196967583,4.2743174392868514e-05,-0.00034491959676847406
1.1500000000000008,0.0001732364,-0.7845518,4.333499e-05,-2.3562367,0.00010780767,1.5709776,0.78599536,0.017651927,0.017652897,0.0019485382307671273,-0.0017888030616968463,-0.0008893000911669446,0.00033589151930238267,0.013521745299540209,-0.0004863192423556082,0.00019668223610177956,0.9999999173739879,3.8453899814013663e-05,-0.00035367981733392404
1.1666666666666674,0.00017722177,-0.7845473,4.5444336e-05,-2.3562481,0.000100169804,1.570978,0.7859922,0.019439563,0.019440455,0.0023061208013208656,-0.0020649316470852967,-0.001180260357447338,0.0004897400929321216,0.013617836367347974,-0.00051891686537793,0.00019236231731596532,0.9999999156203795,3.388639426027145e-05,-0.00036139685236317125
1.183333333333334,0.00018276472,-0.7845452,4.8359678e-05,-2.3562598,9.213636e-05,1.5709786,0.7859884,0.021084206,0.021085028,0.0022022779248231927,-0.002379033268959873,-0.001333333692854488,0.0006797711363344481,0.013709499206408389,-0.0005756340027647387,0.00018665048477332794,0.999999914448964,2.8836503391432437e-05,-0.0003680110286145857
1.2000000000000006,0.00019019817,-0.7845456,5.225354e-05,-2.3562722,8.340819e-05,1.5709792,0.78598267,0.022597296,0.022598052,0.0016179800109705766,-0.002727767939672939,-0.0017713925478446413,0.0009124101745208292,0.013794956051831423,-0.000655689273006442,0.00017869335287905815,0.9999999139414387,2.309376422963484e-05,-0.00037370105539713837
1.2166666666666672,0.00019987504,-0.7845488,5.7308844e-05,-2.3562863,7.3678755e-05,1.57098,0.78597504,0.023989353,0.02399005,0.0002989785183427074,-0.003105286365289101,-0.0022462377593956973,0.0011853912851606575,0.013877465801454235,-0.0007612170231722193,0.0001682497222645994,0.999999913979462,1.64400677429467e-05,-0.0003787648658823208
1.2333333333333338,0.00021216596,-0.7845553,6.371772e-05,-2.3563037,6.2638246e-05,1.5709808,0.7859655,0.025270052,0.025270693,-0.0020093342697702354,-0.003510556061906274,-0.0032664696983264463,0.0015023035534580099,0.013959624677988348,-0.0008920904868390658,0.0001550662807875585,0.999999914289182,8.652256028541786e-06,-0.00038379840503068843
1.2500000000000004,0.00022745691,-0.7845654,7.168007e-05,-2.3563232,4.9971768e-05,1.5709816,0.78595406,0.026448311,0.026448902,0.00030760891593928363,-0.003938509098697703,-0.0029878046744702402,0.001866247746294205,0.01404790141155091,-0.0010493678503018728,0.00013887924824345708,0.9999999150390952,-4.976002193953407e-07,-0.0003881161025875356
1.266666666666667,0.00024614713,-0.7845795,8.140258e-05,-2.3563447,3.5362318e-05,1.5709826,0.7859407,0.027532322,0.027532866,0.0012773510387420473,-0.004387342323344622,-0.003061361243705818,0.0022796542030941586,0.014136540600018373,-0.0012331203373795194,0.00011941584998967409,0.9999999162486681,-1.1241011208622871e-05,-0.00039130058915423204
