ax_original,ay_original,az_original,gx_original,gy_original,gz_original,ax_sim2real,ay_sim2real,az_sim2real,gx_sim2real,gy_sim2real,gz_sim2real,ax_bias,ay_bias,az_bias,gx_bias,gy_bias,gz_bias,ax_sigma,ay_sigma,az_sigma,gx_sigma,gy_sigma,gz_sigma
-9.497756,0.0070287538692355,0.10639997,-7.1225253e-07,-0.0011641272576525,5.1418425e-07,-6.604122797358288,-0.8448152195812363,1.10484554845017,-0.08191018973432874,0.027318403647195205,-0.015407509050651243,0.18851233,-0.2732038,-0.11727695,-0.0069031557,0.006435713,-0.0018185873,0.9418479,0.75391394,0.9313335,0.084315665,0.12537745,0.096013516
-9.548238350000046,0.00607010180829,0.0918077183749867,-6.856104104999758e-07,-0.0013250710966531,5.721972525000528e-07,-8.29487851647168,-2.300547728494587,-5.951801549557456,-0.06070933336489317,-0.07895821109069816,-0.0070152758758624135,1.5917699,-1.184532,-2.1537733,-0.008402437,0.0009380786,0.003255691,3.3707325,2.3474405,3.7063038,0.05444338,0.12057512,0.10568281
-9.598720700000092,0.0051114497473445,0.0772154667499734,-6.589682909999515e-07,-0.0014860149356538,6.302102550001056e-07,-9.452776136785694,0.1982479834774561,-0.99231377611731,-0.058140763585854925,0.09998620813834785,-0.062288194157899116,0.0033806115,-0.12617175,0.065735206,-0.004554826,0.0041450663,8.907402e-06,0.83617145,0.6496767,0.9555749,0.068025745,0.11858371,0.120138496
-9.64920305000014,0.0041527976863991,0.0626232151249601,-6.323261714999273e-07,-0.0016469587746545,6.882232575001584e-07,-9.677992970168658,0.903419633449899,0.3569078591183589,-0.11391961764340343,-0.09684923956110882,0.005137333294239204,-0.19443563,0.030057149,0.49723864,-0.0063440325,0.005277726,-0.0029155521,0.6493764,0.62181026,0.78683054,0.058165375,0.10202649,0.10792046
-9.699685400000185,0.0031941456254536,0.0480309634999469,-6.056840519999031e-07,-0.0018079026136552,7.462362600002111e-07,-8.667688460765442,0.028754993307701298,-0.24486773753300067,0.12792234613946787,0.03329653878102539,0.26774354104022713,-0.115619,-0.0026884545,0.44805092,-0.0066900393,0.004817561,-0.002483104,0.69136435,0.6621551,0.8222165,0.08303011,0.14144377,0.14372474
-9.75016775000023,0.0022354935645081,0.0334387118749336,-5.790419324998789e-07,-0.0019688464526559,8.042492625002638e-07,-10.69437871001132,-0.13949803881095507,1.9544080132778716,0.03297802599790173,-0.09462589092611293,-0.07761441852419257,-0.058164082,-0.025737831,0.41152292,-0.0076560387,0.0038339766,-0.0025775013,0.67670906,0.6529683,0.825015,0.10435812,0.16869868,0.16306172
-9.800650100000276,0.0012768415035627,0.0188464602499203,-5.523998129998546e-07,-0.0021297902916566,8.622622650003166e-07,-8.708576516912684,0.7994985139165499,0.4894943246357183,0.17104597392407608,0.2843739698501956,-0.22109493789187398,-0.018907651,-0.037352666,0.39517516,-0.008901589,0.0028313396,-0.0028799097,0.64539075,0.633189,0.8250167,0.12710497,0.1899492,0.17431271
-9.834201449999998,0.0006429535569623,0.0090439292249985,-6.330539400018799e-07,-0.0022861055214898,8.912326149998147e-07,-9.730853107215832,-0.29494050827939877,0.762721862345117,-0.21934091096082725,-0.0603483543748491,0.026442096516999105,0.0068724677,-0.042604197,0.38197035,-0.009924026,0.002137772,-0.0032731404,0.6320811,0.63318557,0.8392754,0.14056088,0.19620347,0.17165765
-9.8338908,0.0006585938390345,0.0088208393999983,-9.283005600021484e-07,-0.0024331635329882,8.621176599997882e-07,-10.356667441968161,0.29641920775080466,0.08518824327437698,0.09056217776927349,-0.6257798069226681,0.030316011147335373,0.009595312,-0.043737084,0.36326718,-0.010208222,0.0020246147,-0.0036319497,0.6457977,0.6556157,0.86071384,0.13767396,0.18718804,0.15831949
-9.833580149999998,0.0006742341211066,0.0085977495749981,-1.2235471800024166e-06,-0.0025802215444867,8.330027049997617e-07,-10.012335732746713,-0.8761736098171404,0.8979848581079721,-0.1705870748875389,0.15866230318402422,-0.05735288905952736,-0.0051345974,-0.042123266,0.3536969,-0.010248206,0.0023273726,-0.0036500613,0.6500345,0.6622292,0.866915,0.14201032,0.1880491,0.15576953
-9.833269499999997,0.0006898744031787,0.0083746597499979,-1.5187938000026852e-06,-0.0027272795559851,8.038877499997352e-07,-9.5983710070779,0.24893139455228241,1.7728204941599752,-0.021380096713442185,0.1800417073444469,-0.06562906407850957,-0.01151377,-0.042962942,0.34291875,-0.010299762,0.002690931,-0.0034782304,0.6620784,0.6650275,0.8805807,0.15232669,0.19908485,0.16174053
-9.832958849999995,0.0007055146852509,0.0081515699249977,-1.8140404200029536e-06,-0.0028743375674835,7.747727949997087e-07,-9.710224925561489,0.19089006555214355,0.6083769460596402,-0.08359501764510124,0.537056411318097,-0.03794180679487699,-0.016537413,-0.03936248,0.33648512,-0.010345558,0.002963489,-0.0034205029,0.6716717,0.67432815,0.89211255,0.1685957,0.21715146,0.17534345
-9.832648199999996,0.000721154967323,0.0079284800999975,-2.109287040003222e-06,-0.003021395578982,7.456578399996822e-07,-9.103155393027121,-0.10930218247212815,0.6872441892699841,0.06359279594879168,0.39791370713390095,0.05642681381627966,-0.023487262,-0.036485948,0.33012667,-0.010221207,0.003424973,-0.0032473635,0.6845216,0.689316,0.90448457,0.1926293,0.24489175,0.19794688
-9.832337549999997,0.0007367952493952,0.0077053902749973,-2.4045336600034908e-06,-0.0031684535904804,7.165428849996558e-07,-9.668615722373868,0.7200945784215527,-0.396236088506822,-0.23703148344701336,-0.15829335626489677,-0.18796463893031315,-0.030558765,-0.03410497,0.32472813,-0.010028995,0.0039256443,-0.0030465778,0.69750357,0.70664775,0.9145894,0.22364391,0.28096184,0.2289365
-9.832045799999996,0.0007598571362908,0.0074933730999973,-2.9890814800092856e-06,-0.0033061742084117,5.798329899975741e-07,-10.862118077497001,-0.3916137289233201,0.3756915911630708,0.05777937847651464,-0.3269144242474833,-0.12697528848156747,-0.036867015,-0.032166913,0.3204304,-0.009819864,0.0043969727,-0.002850844,0.7080792,0.72261226,0.9197881,0.25927126,0.3224954,0.26628557
