time,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
1766533505.450362,-4.515781,-8.089430,-3.251434,-0.009774,-0.005651,-0.000458,-4.356766,-8.158774,-3.399091,0.002749,-0.010385,0.001222,-4.361549,-7.961501,-3.328551,-0.008552,0.003360,-0.001985,-4.151721,-8.049975,-3.506097,0.004429,0.004887,-0.006414
1766533505.450362,-4.515781,-8.089430,-3.251434,-0.009774,-0.005345,-0.000458,-4.270085,-8.159970,-3.424198,0.003054,-0.012675,0.001985,-4.300573,-7.977044,-3.407460,-0.009468,0.005040,-0.002138,-4.084768,-8.076876,-3.538976,0.009010,0.004887,-0.003207
1766533505.450362,-4.467957,-8.137254,-3.240674,-0.008094,-0.005803,-0.001680,-4.306551,-8.179100,-3.389526,0.004887,-0.008552,0.001069,-4.372907,-8.006336,-3.286704,-0.009468,0.007178,-0.004276,-4.110473,-8.082256,-3.499521,0.007330,0.008399,-0.005192
1766533505.450362,-4.465566,-8.039214,-3.328551,-0.007178,-0.006872,-0.002138,-4.262912,-8.080462,-3.383548,0.006872,-0.006720,0.002902,-4.327475,-7.895742,-3.327953,-0.009774,0.007789,-0.006109,-4.098517,-7.994977,-3.389526,0.007025,0.006261,-0.004581
1766533505.450362,-4.328072,-8.058942,-3.486370,-0.008399,-0.007178,-0.000611,-4.165471,-8.077474,-3.352463,0.005498,-0.010996,0.001069,-4.213892,-7.890961,-3.489957,-0.009621,0.005040,-0.004581,-4.002869,-7.983021,-3.407460,0.008858,0.004581,-0.004123
1766533505.450362,-4.319105,-8.034432,-3.462458,-0.008858,-0.007178,-0.001374,-4.154710,-8.090626,-3.374581,0.005498,-0.013134,0.002443,-4.241989,-7.896938,-3.473218,-0.010537,0.000764,-0.003054,-4.020803,-7.992586,-3.433763,0.008552,0.004276,-0.007178
1766533505.450362,-4.319105,-8.034432,-3.462458,-0.008858,-0.010079,-0.001374,-4.395026,-8.145623,-3.328551,0.003818,-0.011301,0.003818,-4.438067,-7.938784,-3.219751,-0.010843,0.004581,-0.003054,-4.195360,-8.048779,-3.457675,0.007941,0.004276,-0.005956
1766533505.450362,-4.619799,-8.088234,-3.153993,-0.008094,-0.010079,-0.001680,-4.427307,-8.159372,-3.403873,0.005040,-0.010232,0.002749,-4.485892,-7.949545,-3.224533,-0.008858,0.007330,-0.004429,-4.227642,-8.072093,-3.506695,0.002443,0.002443,-0.004887
1766533505.451377,-4.554040,-8.078670,-3.333333,-0.010537,-0.007941,-0.000305,-4.399808,-8.150406,-3.439741,0.002596,-0.009621,0.003360,-4.433285,-7.939980,-3.376375,-0.006567,0.003360,-0.005192,-4.200143,-8.058942,-3.540172,0.005345,0.005956,-0.004429
1766533505.451377,-4.576159,-8.091821,-3.262195,-0.007330,-0.007330,-0.002443,-4.397417,-8.124102,-3.407460,0.003818,-0.010232,0.004276,-4.405786,-7.925633,-3.372788,-0.006567,0.003818,-0.002291,-4.206121,-8.038617,-3.535389,0.009774,0.005651,-0.004429
