time,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
1766533494.697538,-9.870873,-1.646341,0.676710,-0.009774,-0.006872,-0.000305,-9.669415,-1.696556,0.547585,0.006109,-0.009621,0.002902,-9.684361,-1.428742,0.615136,-0.010385,0.006109,-0.004276,-9.500237,-1.578192,0.428623,0.007483,0.008247,-0.003665
1766533494.697538,-9.870873,-1.646341,0.676710,-0.009774,-0.005956,-0.000305,-9.691534,-1.664275,0.492587,0.004123,-0.009468,0.002138,-9.741750,-1.392874,0.661167,-0.010385,0.005803,-0.005498,-9.540888,-1.563845,0.382592,0.007330,0.008247,-0.006872
1766533494.697538,-9.835604,-1.642157,0.582855,-0.008247,-0.006872,-0.002138,-9.613820,-1.689383,0.486609,0.002291,-0.012217,0.002749,-9.649688,-1.417384,0.548183,-0.012065,0.004581,-0.003971,-9.484097,-1.592539,0.405308,0.006720,0.004581,-0.007330
1766533494.697538,-9.807508,-1.545313,0.572692,-0.008094,-0.005956,-0.002138,-9.607842,-1.606886,0.484218,0.002291,-0.009927,0.002443,-9.620994,-1.340268,0.577475,-0.012065,0.005803,-0.003665,-9.388450,-1.516021,0.444763,0.007330,0.003665,-0.006414
1766533494.697538,-9.734576,-1.593137,0.518293,-0.007330,-0.004429,-0.000764,-9.539095,-1.642754,0.563725,0.004429,-0.009621,0.005040,-9.591701,-1.390483,0.539216,-0.009468,0.006414,-0.004429,-9.363341,-1.548900,0.490196,0.008552,0.003665,-0.007636
1766533494.697538,-9.653275,-1.581779,0.498565,-0.007178,-0.007941,0.000000,-9.461978,-1.640363,0.563725,0.005040,-0.014050,0.000153,-9.503824,-1.371353,0.484218,-0.008858,0.006567,-0.002443,-9.299974,-1.563845,0.498565,0.007941,0.005803,-0.005345
1766533494.697538,-9.717837,-1.600909,0.453132,-0.007330,-0.005498,0.001222,-9.522954,-1.646341,0.540411,0.003512,-0.011148,0.002596,-9.580342,-1.398852,0.483022,-0.011148,0.003665,-0.001833,-9.366330,-1.552487,0.473458,0.007330,0.007941,-0.006261
1766533494.697538,-9.672404,-1.586561,0.451937,-0.010079,-0.005498,-0.002291,-9.488880,-1.648733,0.546987,0.005956,-0.012065,0.002596,-9.521759,-1.397656,0.461502,-0.011148,0.005040,-0.005651,-9.316116,-1.535150,0.498565,0.007178,0.007941,-0.007025
1766533494.698550,-9.675991,-1.563247,0.500956,-0.007330,-0.005803,-0.000611,-9.476326,-1.623625,0.538020,0.002291,-0.011148,0.002596,-9.494260,-1.372549,0.511717,-0.009163,0.004123,-0.001527,-9.279052,-1.519010,0.501554,0.007941,0.007941,-0.006872
1766533494.698550,-9.656861,-1.581779,0.436394,-0.009163,-0.010996,0.000611,-9.447632,-1.639168,0.509923,0.004276,-0.010690,0.000611,-9.500237,-1.385700,0.448948,-0.005498,0.004123,-0.002443,-9.275465,-1.535150,0.478838,0.008705,0.003818,-0.006567
