time,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
1766534233.284314,-9.286823,-1.288857,3.693208,-0.005956,-0.005956,-0.001527,-9.073409,-1.370158,3.565877,0.002902,-0.008552,0.001069,-9.110472,-1.099952,3.651363,-0.010843,0.003971,-0.005345,-8.932328,-1.266140,3.455284,0.009621,0.006261,-0.002902
1766534233.284314,-9.263509,-1.264347,3.579029,-0.008552,-0.009927,0.000611,-9.050095,-1.357006,3.548541,0.007025,-0.011301,0.001527,-9.078191,-1.068269,3.613103,-0.010843,0.005956,-0.005651,-8.854613,-1.262554,3.488761,0.008094,0.006261,-0.005651
1766534233.284314,-9.213294,-1.294835,3.566475,-0.009163,-0.009927,-0.001374,-9.024389,-1.368962,3.543758,0.004734,-0.010996,0.003512,-9.039932,-1.091583,3.611310,-0.006261,0.003360,-0.004123,-8.809181,-1.242826,3.458871,0.007636,0.006261,-0.005651
1766534233.284314,-9.313725,-1.328909,3.705762,-0.007330,-0.007636,-0.002138,-9.076398,-1.359397,3.604136,0.007178,-0.011148,0.004887,-9.138569,-1.102343,3.701578,-0.011148,0.004887,-0.003360,-8.912003,-1.269727,3.509684,0.006567,0.003971,-0.004581
1766534233.284314,-9.331060,-1.292444,3.723696,-0.006872,-0.007636,-0.003512,-9.127211,-1.400645,3.595169,0.005345,-0.009621,0.000916,-9.139167,-1.102343,3.701578,-0.011148,0.003054,-0.005803,-8.923959,-1.285270,3.493543,0.007941,0.005956,-0.007178
1766534233.284314,-9.346005,-1.287063,3.713534,-0.006872,-0.005040,-0.003512,-9.105092,-1.380918,3.597560,0.003512,-0.012675,0.004734,-9.142754,-1.087996,3.705165,-0.010537,0.003665,-0.001222,-8.935914,-1.278096,3.491750,0.006414,0.005956,-0.004887
1766534233.284314,-9.308344,-1.324725,3.706360,-0.008552,-0.007025,-0.001833,-9.112864,-1.392874,3.591583,0.002443,-0.008705,0.003512,-9.139167,-1.105930,3.660927,-0.010537,0.005651,-0.003665,-8.920372,-1.287063,3.479196,0.007330,0.006567,-0.005040
1766534233.285359,-9.317311,-1.324725,3.702176,-0.007941,-0.006567,0.000764,-9.103298,-1.388092,3.597560,0.003360,-0.009774,0.003818,-9.134384,-1.123864,3.675872,-0.009010,0.003818,-0.003054,-8.911405,-1.310378,3.513869,0.007789,0.006109,-0.006261
1766534233.285359,-9.269487,-1.334290,3.619081,-0.009163,-0.007789,0.000153,-9.038736,-1.395265,3.582017,0.004429,-0.010079,0.003512,-9.108081,-1.136418,3.649569,-0.007025,0.005192,-0.003360,-8.886894,-1.286466,3.507890,0.007483,0.007789,-0.006567
1766534233.285359,-9.171448,-1.312171,3.517455,-0.009468,-0.005803,-0.001069,-8.959826,-1.371353,3.551530,0.001680,-0.008247,0.002596,-8.992705,-1.090387,3.552128,-0.010996,0.004123,-0.002596,-8.775704,-1.266140,3.527020,0.008858,0.007789,-0.006261
1766534233.285359,-9.171448,-1.312171,3.517455,-0.009468,-0.008399,-0.001069,-8.947871,-1.392276,3.591583,0.003971,-0.009621,0.005345,-8.977760,-1.092778,3.552726,-0.011912,0.002443,-0.002749,-8.755977,-1.284074,3.535389,0.006720,0.002902,-0.006109
1766534233.285359,-9.219272,-1.313964,3.642993,-0.007330,-0.006567,-0.001680,-8.974174,-1.354017,3.608321,0.004123,-0.008858,0.002138,-9.041127,-1.092778,3.651363,-0.006872,0.003665,-0.005192,-8.816953,-1.257771,3.531803,0.006261,0.005651,-0.006109
1766534233.285359,-9.295790,-1.282879,3.686035,-0.005345,-0.009468,0.000000,-9.090745,-1.383309,3.579626,0.002596,-0.008552,0.001374,-9.071017,-1.068866,3.685437,-0.008094,0.005345,-0.004887,-8.870754,-1.287661,3.480392,0.006872,0.003818,-0.004734
1766534233.285359,-9.312529,-1.294237,3.682448,-0.006872,-0.008399,0.000305,-9.102103,-1.411406,3.564084,0.007483,-0.010537,0.002902,-9.107483,-1.129842,3.646580,-0.009468,0.004887,-0.002596,-8.904829,-1.323529,3.443328,0.010232,0.007330,-0.006109
