time,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,temp_c,t_norm
0.0,-9.84796375004009,-0.014323057399572492,0.03155959738115925,0.00749885235546617,0.012701561888318292,-0.015434657590438237,25.0,0.0
0.0025,-9.84928297651063,0.030541552968703402,-0.001185950420725404,0.01151033683046653,-0.0018819582511027787,-0.0007852611967745181,25.000124999739583,0.0025
0.005,-9.91143616997969,0.023014730907868104,-0.02519203988003342,0.007152670605169964,-0.005640460261207044,-0.0021994550901046415,25.000249998958335,0.005
0.0075,-9.942941302377005,0.00775264057818374,-0.09220217284604872,-0.003509035030979707,0.0007796602017646594,0.0019853208235004064,25.00037499765626,0.0075
0.01,-9.946926150816523,-0.0272004982721398,-0.048509814789618654,0.007724706365119123,-0.010008599166219581,-0.003913715398994195,25.000499995833355,0.01
0.0125,-10.03868709186086,0.04173446708130222,-0.12151503625640907,-0.0014903848922305316,-0.016066713831409115,0.010929260946224168,25.00062499348963,0.0125
0.015,-10.092512111905753,0.0029460982865755023,-0.1641263329371477,0.0061867608195138165,0.0012079242865175588,-0.002824703562146239,25.000749990625078,0.015
0.0175,-10.047528959987497,0.05665741024510587,-0.03514657679474881,-0.008297777405381714,-0.018139354263893806,-0.0011108777369563689,25.000874987239705,0.0175
0.02,-9.997804415305728,0.004325652674387543,-0.029016855187314,0.014029950965601645,-0.019941153776154547,-2.4171943606057355e-06,25.000999983333518,0.02
0.0225,-9.961130834720597,0.013210576976577739,-0.08573772726224141,0.00995952782413328,-0.006298545508758167,0.008519872925107311,25.001124978906514,0.0225
0.025,-9.988598485411616,-0.05483495159802376,-0.028207463638267247,0.00985288957214556,-0.017995474660331134,0.007026198101420532,25.001249973958696,0.025
0.0275,-10.008702602383297,-0.02455629635707296,-0.03917499742811294,-0.0011339998850161356,-0.008071759747693606,0.01551579414245827,25.001374968490065,0.0275
0.03,-9.836799682013972,0.0642707256432171,0.01695914789151845,-0.004959285110690732,-0.010447430422689592,-0.0027397920527238934,25.001499962500628,0.03
0.0325,-9.812996128012232,0.04150879612978232,-0.0373231166180141,0.01608037952942682,-0.00961694369817042,-0.002500847532757764,25.00162495599038,0.0325
0.035,-9.749621701756958,0.004621130290203479,-0.025418701776327303,0.003486364792564298,-0.013765244334235021,0.005977738958077518,25.001749948959326,0.035
0.0375,-9.846593665484763,-0.007236055469936515,-0.0316656912232431,-0.006623829335712665,-0.013857555494502682,0.00436060197675842,25.001874941407472,0.0375
0.04,-9.755993059652992,-0.03663718009760382,-0.023169100072363735,0.003703903829547628,-0.024493388810958652,-0.012218848767732268,25.001999933334815,0.04
0.0425,-9.818672583679325,-0.0013118160699292206,-0.006963187073444181,-0.004094168780030263,-0.003084455112403685,0.007157600990061002,25.002124924741363,0.0425
0.045,-9.81252023097329,-0.008258456036981332,-0.016085717815640145,0.01305436517377303,-0.014586234538778216,-0.00957500401696316,25.00224991562711,0.045
0.0475,-9.845778355003192,0.020442557089204297,0.04084310809128508,0.009714481129669935,-0.009084394766034818,-0.012060424439353394,25.002374905992063,0.0475
0.05,-9.832872561184951,-0.01838702036334183,-0.02958654185762425,-0.006916214956217421,-0.01897354594645863,0.0035889125641012927,25.002499895836227,0.05
0.0525,-9.846445533993382,-0.05871210150325051,0.02125958439131498,-0.0009415451449449571,-0.011835537059769441,0.0018004692792028066,25.0026248851596,0.0525
0.055,-9.810602595013302,-0.030826756957616507,0.0011147831916796663,-0.003301235772896224,-0.002954806758214138,-0.003971739924153642,25.002749873962184,0.055
0.0575,-9.82094390601407,-0.0014532659835523026,0.023539346123137704,0.008530866100532837,-0.009006096628245305,-0.01527479871620016,25.00287486224398,0.0575
0.06,-9.761675018834087,0.06516657770382099,0.06551488333863206,0.0005883989146584293,-0.012242576927315452,0.005846712540218365,25.002999850005,0.06
0.0625,-9.813877149543845,-0.011204889826320494,-0.01212931705217213,0.0016994282438756343,-0.010712353736244884,0.0024938598871590625,25.003124837245235,0.0625
0.065,-9.815474192093454,-0.02817088729463964,-0.03795746898785328,0.0026882883850255163,-0.011736690745398463,-0.0039866451042695535,25.00324982396469,0.065
0.0675,-9.796817161294124,0.051156878916026924,-0.015229055540094048,-0.0006524444730108779,-0.023875395355403457,0.0040253788674359334,25.00337481016337,0.0675
0.07,-9.838639807384592,-0.010312299766882908,-0.035850782919323365,-0.003585074927043792,0.0011091085226242747,0.004698233041703352,25.00349979584127,0.07
0.0725,-9.813469502631833,0.021448457203478696,-0.004197734911587,-0.006653147681974695,-0.01665539276685726,0.0021628175615950426,25.003624780998404,0.0725
0.075,-9.761254645297397,0.011976373567811859,0.0052686570773560065,0.015232821288108725,-0.004576058418837865,-0.004016996111753516,25.003749765634765,0.075
0.0775,-9.816044802282134,0.048274942270761234,-0.052628284751236404,-0.0070407447806296345,-0.018903405245988887,-0.013506420017752837,25.00387474975036,0.0775
0.08,-9.828934563587824,-0.042588542605655325,0.021551246335038528,0.004510981919620056,-0.014544556693463951,0.0020776119033659108,25.003999733345186,0.08
0.0825,-9.790555053623935,-0.02076515004507391,0.050141239917566804,0.00409969579076724,-0.012852951751785205,-0.010907676460727198,25.00412471641925,0.0825
0.085,-9.824305375973186,-0.04723592229259236,-0.016117483931943455,-0.0027228676917457556,-0.01282801087823422,-0.005397237924011138,25.004249698972547,0.085
0.0875,-9.79559443066,-0.0038461379327623313,0.06902553352509275,0.005219771699396697,-0.011824039083343072,0.01018278860845129,25.004374681005093,0.0875
0.09,-9.775915413117437,0.06581748434548379,0.039844827811933756,0.008382561627434204,-0.021807512418093155,0.0016220993143310851,25.004499662516874,0.09
0.0925,-9.86662654063137,-0.008883406775727272,-0.09686162271708386,0.0026168640727011845,0.0019134378006411372,-0.007803459899969143,25.004624643507903,0.0925
0.095,-9.83766443845693,0.038633828552549085,-0.03236441830958203,0.003136236770979649,-0.009204029412827186,-0.0006829222557088806,25.00474962397818,0.095
0.0975,-9.840225698409135,0.009522036700483839,0.02103579324731379,0.0035390120133236428,-0.008983164052405124,0.0038232786003474795,25.004874603927703,0.0975
0.1,-9.826359075931189,-0.00818332778486662,0.01767309311619667,3.59410671154452e-05,-0.010703110372098645,-0.0029813048565705113,25.00499958335648,0.1
0.1025,-9.800177255779909,-0.006224267385277114,-0.004472923261720704,0.00432014804579004,-0.004026820633049969,0.014882966482660503,25.00512456226451,0.1025
0.105,-9.803188956714132,0.014371549364867887,0.06351924318872366,0.009404077080195772,-0.010292279625899126,0.005955737959501383,25.005249540651796,0.105
0.1075,-9.821256801930941,-0.01610576926979035,0.04917242797659692,-0.002586820339497549,-0.02424386070634917,0.01114680182062601,25.005374518518337,0.1075
