time,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
1766534119.012185,-6.288857,-0.081899,-7.489239,-0.007483,-0.006261,-0.002291,-6.103538,-0.149450,-7.571137,0.005498,-0.009621,0.003360,-6.114896,0.113582,-7.566953,-0.006720,0.004276,-0.005040,-5.923003,-0.020325,-7.618364,0.006567,0.006720,-0.005651
1766534119.012185,-6.322333,-0.072932,-7.410329,-0.010079,-0.005651,-0.000458,-6.147776,-0.139287,-7.535867,0.007178,-0.009010,0.002902,-6.107125,0.120158,-7.468914,-0.006720,0.004429,-0.004123,-5.957675,-0.009565,-7.607603,0.008399,0.006872,-0.006109
1766534119.012185,-6.316355,-0.083692,-7.454566,-0.010079,-0.003971,-0.001069,-6.153754,-0.153037,-7.574126,0.005803,-0.008858,0.003512,-6.132830,0.107604,-7.500000,-0.008858,0.008399,-0.002902,-5.940937,-0.010760,-7.593256,0.007636,0.006872,-0.004123
1766534119.012185,-6.274509,-0.104017,-7.541845,-0.007483,-0.006567,-0.000764,-6.119081,-0.125538,-7.624939,0.001985,-0.009316,0.003207,-6.113103,0.098039,-7.571137,-0.008858,0.005040,-0.005956,-5.932568,-0.023912,-7.642873,0.007789,0.002443,-0.003512
1766534119.012185,-6.235652,-0.057389,-7.595049,-0.005498,-0.006567,-0.000153,-6.086202,-0.105213,-7.622549,0.003054,-0.011912,0.002902,-6.064084,0.147059,-7.580104,-0.009010,0.006720,-0.005345,-5.883548,0.015543,-7.618364,0.007789,0.002443,-0.004734
1766534119.012185,-6.233859,-0.063367,-7.571735,-0.008705,-0.007483,-0.000611,-6.056910,-0.123147,-7.582496,0.006261,-0.013439,0.002902,-6.028216,0.131516,-7.605810,-0.008705,0.003818,-0.004734,-5.847680,-0.014347,-7.621950,0.005956,0.005803,-0.006414
1766534119.012185,-6.233859,-0.063367,-7.502390,-0.008705,-0.009621,-0.000611,-6.138211,-0.117767,-7.575322,0.004276,-0.011301,0.004581,-6.096364,0.126136,-7.520922,-0.009621,0.005956,-0.002749,-5.927785,-0.029292,-7.574724,0.008705,0.007330,-0.005192
1766534119.012185,-6.331300,-0.083692,-7.464131,-0.007789,-0.004429,0.000458,-6.166905,-0.147657,-7.595646,0.002902,-0.013592,0.001680,-6.127450,0.111191,-7.508966,-0.011454,0.007025,-0.003360,-5.951696,-0.033477,-7.639884,0.006872,0.000764,-0.006109
1766534119.013255,-6.339071,-0.080105,-7.428263,-0.008094,-0.004429,-0.001833,-6.184839,-0.148254,-7.582496,0.003360,-0.010843,0.001985,-6.155547,0.121353,-7.525106,-0.011454,0.007941,-0.003971,-5.972023,-0.010760,-7.607603,0.008094,0.000764,-0.007636
1766534119.013255,-6.316355,-0.116571,-7.440219,-0.006414,-0.004734,-0.001680,-6.164513,-0.191894,-7.575322,0.004887,-0.010079,0.004276,-6.128645,0.083094,-7.556790,-0.008705,0.005345,-0.003207,-5.943926,-0.053204,-7.624341,0.006261,0.005345,-0.006109
1766534119.013255,-6.315159,-0.100430,-7.451577,-0.007330,-0.006414,-0.000611,-6.151362,-0.164993,-7.566953,0.005651,-0.006720,0.002291,-6.134624,0.126734,-7.518531,-0.007636,0.007636,-0.003665,-5.939741,-0.037064,-7.595646,0.008247,0.005651,-0.005651
1766534119.013255,-6.302008,-0.093855,-7.456958,-0.007330,-0.005345,-0.000611,-6.156743,-0.130320,-7.575920,0.005956,-0.010385,0.003971,-6.132233,0.127929,-7.498804,-0.009621,0.004734,-0.003054,-5.936154,-0.002989,-7.605212,0.008094,0.007025,-0.007330
