time,acc_x_g,acc_y_g,acc_z_g,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s
0.0,-7.112625,-3.790052,5.951696,-0.010385,-0.006872,0.001374
0.0025,-7.173249897640048,-3.8013432210727056,5.842232715995232,-0.008655639094159716,-0.0066639394994040535,0.0029185552324195478
0.005,-7.496203776521116,-4.9775190166356476,6.506849415461704,0.005079911868289191,-0.015948601889763783,-0.036822579098067285
0.0075,-7.337473346412215,-5.176050535648854,6.278108828396947,0.019048595648854957,-0.04726394320610685,-0.03550425183206107
0.01,-6.938554831259542,-5.090095428396946,6.348963242366413,0.03213109717557252,-0.0627012298854962,0.03697661664122138
0.0125,-6.993359703816793,-5.642022426335877,6.667781057633587,0.0362413938931298,-0.09634512824427477,0.1269822759541985
0.015,-6.474054082769473,-5.349778074681353,6.952275579858378,0.044331983288749016,-0.092393,0.2320644753422502
0.0175,-7.5566100589132414,-5.203361409761678,8.522404670428969,0.07802133727359392,-0.07897827161105814,0.3029842305052432
0.02,-7.846837235465587,-5.221828216518219,8.68287308291498,0.1332615935222672,-0.047027759676113334,0.3659161658299595
0.0225,-5.550799674890371,-4.141866028102957,7.298730081067683,0.1751979132888465,-0.01162012945662532,0.4138715664442326
0.025,-5.677917792857145,-4.138586292857145,8.012719450000006,0.18820655714285722,0.11188865000000002,0.4776551142857144
0.0275,-5.909216441374046,-4.505937652900763,7.514776960381679,0.24689966984732825,0.16120487610687023,0.4931657023664122
0.03,-5.307528196068707,-3.694831037099235,7.756916841488561,0.24998095595419847,0.311083,0.5424741775954199
0.0325,-4.81237322496183,-3.0817860332061064,6.6069343974045776,0.2596903606870229,0.4322958135877864,0.548487779389313
0.035,-5.186649932129569,-2.296429377587872,6.7850898261061365,0.22916154323914537,0.54093146103377,0.5791469010337699
0.0375,-5.849766486177312,-3.025039545281222,6.278367805719734,0.2490053664442326,0.6431146449952335,0.5665665357483318
0.04,-4.620998419764704,-1.6630030940748664,4.869370696213901,0.2332736444064171,0.740521,0.569258239486631
0.0425,-5.0596320002669115,-2.9117878608198255,5.598606912221156,0.22063020019065785,0.8857123606101048,0.5864528526596758
0.045,-5.974743525178341,-1.2348826977542926,4.878509540079269,0.18657961085865263,0.9364350011889035,0.5736870999207396
0.0475,-6.587536113860822,-2.3332168102573876,4.989427937464255,0.22420852804575792,1.058475546425167,0.580661006749285
0.05,-5.951864284910085,-0.0843775326035946,3.8776652558248625,0.18399898201720077,1.1254015865519942,0.5644473354182956
0.0525,-7.396929698760731,-1.68232903572927,4.254297221658731,0.17831782718779776,1.138958,0.5692473354814108
0.055,-7.261033565401588,-0.5517816828243596,3.729402474633716,0.17382403830538393,1.2296944762224185,0.5439867381112092
0.0575,-8.097061866387044,-1.9292438999428008,3.2287820308103052,0.16189421338417548,1.2386373802097235,0.5323294029361294
0.06,-7.564244848579592,-0.9637076522020958,2.2586092143374543,0.1344371433746425,1.2720318332125835,0.5524699719733083
0.0625,-7.7483494280266925,-1.2143020438512868,1.4188977607244995,0.11944292945662537,1.2674064137273593,0.5331335662535748
0.065,-7.643471,0.792683,2.008608,0.128893,1.2341751926701563,0.461051
0.0675,-9.084763093117253,-0.14394600110582842,2.4565061100857912,0.10638453418493808,1.3105059672068629,0.4715694665014301
0.07,-9.757263578828303,0.3423737002828252,1.3776876871111279,0.10108970658585834,1.218371,0.42151555006060587
0.0725,-10.636800322554809,-0.0707157278169751,2.2675651980552782,0.10579948960915178,1.2591338729075303,0.40435078425166826
0.075,-10.917169782245987,0.08215065647058596,1.3843290271657727,0.10932884449197866,1.2157083174331547,0.3715319249197863
0.0775,-9.373573341454113,-0.17361850536352474,-0.3100489781168053,0.08855861806912994,1.0938861015971395,0.3915755488915375
0.08,-10.315483272860718,0.25670559135946874,0.4463424987489577,0.09115915799833194,1.0339628423686404,0.324132601734779
0.0825,-11.011662152657937,-0.4377608611203745,-0.3128330232181145,0.10557208066746131,0.9679727244815252,0.3197349186174014
0.085,-12.14233643018152,0.49289429804666524,0.6924423386344112,0.0771782182195334,0.7904853104580806,0.30940566592912705
0.08750000000000001,-11.182122039122122,-0.6640413000000014,-0.10490468206108844,0.07154411221374048,0.7237165190839695,0.2879214543893123
0.09,-11.252438395482358,0.1494290287058907,-0.4088946373647054,0.07543772649411759,0.6025037039058825,0.2836320383058822
0.0925,-12.30194336839094,0.12862529969010725,0.588252015351608,0.07123172262216929,0.438449,0.24753052600715142
0.095,-12.55249265587786,0.6293687833587792,0.30779445259542004,0.029366144351145058,0.34717876488549615,0.21765668633587784
0.0975,-11.379118293765494,0.9735128908293675,-0.8101017180552915,0.036522007969494695,0.25838227191611046,0.1810768972735939
0.1,-11.615163340076341,1.9452966278625945,0.34979544179389177,-0.03078720515267195,0.19270532938931284,0.12315245381679418
0.10250000000000001,-11.266484502421356,0.9129034707721555,-0.9312201984747178,-0.07642836537654889,0.1074075202287893,0.10355143931363207
0.105,-11.222469715484891,0.7177547287758366,-0.6981584979968158,-0.09927440807631167,0.06745432667726592,0.04077751077901426
0.1075,-11.322617495839696,0.5997537265648828,0.11459284030534288,-0.11162790637404575,0.041984239198473154,-0.03594434790076313
0.11,-10.718706451414713,-0.043965890897333215,-0.4432674954244139,-0.11150256633791432,0.020789262344381595,-0.0584338518674212
0.1125,-10.7669258699714,0.4633927214490021,-0.12135897693041431,-0.07020221163012381,0.008747601906577567,-0.09309782554814096
0.115,-10.229460446868682,-0.08564003022221976,-0.3631495484444521,-0.03561856727272717,-0.004377555555555584,-0.056047
0.11750000000000001,-10.054549581025023,0.03333577187127822,0.27449268715137,-0.004581,-0.004771382073897393,-0.012675
0.12,-9.85821003513707,-0.006648643861743131,0.3317335815971454,-0.006384160810488609,-0.004113479713945203,-0.004844800429082213
0.1225,-9.940672259093079,0.028825063436754204,0.3176685667780425,-0.007737009642004779,-0.006311573890214807,-0.0032374768496420425
0.125,-10.060747988950277,0.024922801104972376,0.42006754972375693,-0.008102144567219154,-0.005803,-0.0011301777163904236
0.1275,-9.921364734541118,0.009794059785458682,0.29966765482717433,-0.006299208676996445,-0.008987405196662723,-0.0014855611442193273
0.13,-9.910407896114423,-0.07165280543504088,0.36486122946364524,-0.00859220471990454,-0.008552,-0.0008119672943980658
0.1325,-9.972627651551315,-0.017430300715990672,0.32251355360382006,-0.00972975264916477,-0.0068869660143197784,-0.0014274441050119281
0.135,-9.893972450357998,-0.04996760720763819,0.32637894042959664,-0.007956916658711352,-0.007636,-0.0010108143675417933
0.1375,-9.970267507747321,-0.025164601191892958,0.3222165375446977,-0.006310321811680589,-0.006911920143027507,0.0009012238379023918
0.14,-9.932705672896306,-0.03142421911799149,0.32080437692490693,-0.010061184696066431,-0.008580549702026109,-0.0012202764719905258
0.14250000000000002,-9.956116161525623,-0.034177487151373934,0.3647604871513739,-0.009328713230036173,-0.003946093396900847,-0.000569421311084684
0.145,-9.960983059232879,-0.03157051879451952,0.3085251289315121,-0.006139227342465797,-0.005192,-4.234997260280115e-05
0.1475,-9.899311287723481,-0.04617307547080066,0.33946769077473404,-0.007731070417163319,-0.0063115565196661325,-0.00116830069129913
0.15,-9.94572338101695,-0.04331658870056415,0.307135225762712,-0.010741360225988688,-0.0060073602259886885,-0.001069
