time,j1,j2,j3,j4,j5,j6,j7,gripper1,gripper2,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,quat_x,quat_y,quat_z,quat_w
266.23333333341986,0.00016700293,-0.785875,4.0107683e-05,-2.3551247,9.29385e-05,1.570997,0.786,0.04,0.04,0.0,-0.0,0.0,2.875329272945135e-08,-0.0011641195053377316,4.421952117202833e-08,0.9999995971961153,0.00020320632366974898,0.0008736418299892524,3.263050917662294e-05
266.2500000000865,0.00016701041,-0.78576016,4.010778e-05,-2.3552213,9.298276e-05,1.5709941,0.786,0.04,0.04,-0.29199845904015476,-3.884441040358103e-05,0.020128407603481335,6.257172886472564e-07,-0.002237584912091024,8.673624888453447e-07,0.9999996850585391,0.00020320729192846204,0.0007665025161559615,3.261153247183551e-05
266.26666666675317,0.00016704999,-0.7856543,4.00603e-05,-2.35531,9.3084185e-05,1.5709913,0.786,0.04,0.04,0.023328732015759357,-2.19838211932351e-05,-0.0016704397203470833,4.648070625154445e-06,-0.003228107634636968,6.298186259334245e-06,0.9999997558437995,0.00020320864193517225,0.0006677972306730615,3.264119843404016e-05
266.2833333334198,0.00016717342,-0.785557,3.9887833e-05,-2.355391,9.3339804e-05,1.5709884,0.786,0.04,0.04,0.022394888196486384,-5.994470174587466e-05,-0.0014910616343621896,1.5239669950837861e-05,-0.004138941827189332,1.971329267284556e-05,0.9999998122530496,0.00020321188160679559,0.0005771683190935573,3.279524831464642e-05
266.30000000008647,0.00016745408,-0.7854675,3.9479473e-05,-2.3554652,9.390541e-05,1.5709856,0.786,0.04,0.039999995,0.02045310982439208,-0.00012596325827459874,-0.0014252351600907431,3.607788302575361e-05,-0.004973854119021792,4.824634870008577e-05,0.9999998568165235,0.00020321957528736663,0.0004939302847438977,3.319051830551975e-05
266.3166666667531,0.00016798526,-0.7853854,3.8694277e-05,-2.355532,9.4946256e-05,1.5709827,0.7860019,0.04,0.039999995,0.02066948944021707,-0.00018569380573973883,-0.0008965954227058148,7.028997016424332e-05,-0.0057416355171986426,9.119451340093626e-05,0.9999998911926055,0.00020418861866056476,0.0004180532431085344,3.395984294881685e-05
266.3333333334198,0.00016887742,-0.7853099,3.7364003e-05,-2.3555942,9.667597e-05,1.5709797,0.7860038,0.04,0.039999995,0.015043327720110078,-0.00026778248012246895,-0.0018830371831812798,0.00011193695698806457,-0.006439618659988185,0.00015329786369426717,0.9999999178764355,0.00020516973031442257,0.00034771921914058585,3.52682352580829e-05
266.3500000000864,0.00017025681,-0.78524095,3.529625e-05,-2.3556519,9.932946e-05,1.5709767,0.7860068,0.04,0.04,0.014882968359919424,-0.0003550026686200997,-0.0016858646071149508,0.0001731711656020455,-0.007086420808633219,0.00023656076701808156,0.9999999379252346,0.00020670433729823117,0.0002828983167629155,3.730128913812902e-05
266.3666666667531,0.00017226374,-0.7851779,3.2276796e-05,-2.3557026,0.00010318931,1.5709734,0.7860106,0.04,0.04,0.01816202627371588,-0.0004678282049710178,-0.0005407476246777065,0.0002521484692585993,-0.007680137520675221,0.0003450000521304774,0.9999999522589614,0.00020867883506557562,0.00022430570391182258,4.027616853667537e-05
266.3833333334197,0.00017505084,-0.7851205,2.8072056e-05,-2.3557494,0.00010856252,1.5709667,0.78601635,0.04,0.039999995,0.012090804398678934,-0.0005885821697054327,-0.0039007558896964056,0.00035250292321009185,-0.00821706734921414,0.00048074545805810336,0.9999999623543313,0.00021163606957874553,0.0001689014158698904,4.442771141859988e-05
266.4000000000864,0.00017878177,-0.7850684,2.2431517e-05,-2.3557918,0.000115755305,1.5709599,0.786024,0.04,0.039999995,0.013121292460160916,-0.0007021380163339352,-0.0011887409250954661,0.000472648991536947,-0.008721499313362392,0.0006441754603685147,0.9999999685223289,0.00021558295510168952,0.00011823505115009933,4.9998033623315806e-05
266.41666666675303,0.0001836302,-0.7850213,1.50897795e-05,-2.3558288,0.00012509417,1.5709528,0.7860339,0.04,0.04,0.014741662707939973,-0.0008239285709312708,-0.0006591501864328109,0.0006153791111037543,-0.009180770677536988,0.0008370477580975098,0.9999999713616666,0.00022073520020535528,7.263428126952072e-05,5.724420089765497e-05
266.4333333334197,0.00018977812,-0.7849791,5.7681013e-06,-2.355863,0.00013693853,1.5709423,0.7860473,0.04,0.04,0.008803531792755948,-0.000962996305496741,-0.0040909394947608035,0.0007815620019920004,-0.009592682921045783,0.0010615845333345677,0.9999999714594293,0.00022763691133578884,2.9118664750265038e-05,6.644306214344694e-05
266.45000000008633,0.00019741483,-0.78494143,-5.8242713e-06,-2.3558912,0.00015166824,1.5709308,0.7860634,0.039999995,0.039999995,0.015240925679704809,-0.001112420314807697,-0.0005056824545102145,0.0009687652451062706,-0.009983913487297305,0.0013208038267083341,0.9999999690809241,0.0002359684596427981,-9.510577343464247e-06,7.788828990870218e-05
266.466666666753,0.00020673643,-0.7849083,-1.9987234e-05,-2.355918,0.0001696508,1.5709164,0.786083,0.03999999,0.039999995,0.0064963187561328795,-0.0012481000992526216,-0.004151295514542852,0.0011827778417958985,-0.0103273815788552,0.0016124567977449412,0.9999999644031038,0.000246125421541597,-4.665118979140168e-05,9.186802808444187e-05
266.48333333341964,0.0002179441,-0.78487945,-3.702978e-05,-2.355938,0.00019128506,1.5708983,0.78610665,0.039999988,0.03999999,0.014919278396696711,-0.0014030162894488045,-0.0021948442031849424,0.0014227973826390372,-0.010654893940933118,0.0019400507855470348,0.9999999574991701,0.0002583844342714564,-8.015774556943349e-05,0.00010869166477570773
