time,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z
0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.0025,-10.443044991379658,0.6195624290634442,0.4081793018529708,-0.008310617009063445,0.00039604359516616375,-0.008595242074521652,-10.219824808710976,0.5443476885800604,0.26908266520644514,0.00563608335347432,-0.0037603491440080564,-0.004188363111782478,-10.209236374582074,0.8281827283081571,0.39243757964753273,-0.004887,0.010537169697885197,-0.010825354209466263,-10.020351172064451,0.6383079160725076,0.24417646719033234,0.005797864149043302,0.012828,-0.012655455367573011
0.005,-9.959339822195298,0.04961713910346499,0.2952940883256603,-0.01160528959534771,-0.018936751335110247,-0.0024424849915192642,-9.757281153651563,0.07053290816573783,0.2702015500848074,0.006872,-0.018021355202326145,0.0022915505984976974,-9.885200975846862,0.26422584459413617,0.3951256280881997,-0.0079405026702205,-0.0013749059171310873,-0.0038177157450932885,-9.667003350113884,0.1649845174800097,0.32161002064453603,0.002596781584686212,-0.0006115151247879811,-0.0053445204652289805
0.0075,-10.131451863315815,-0.12716140196846631,0.39722307652173927,-0.0035053332441471585,-0.005907724051600571,0.004577020410893455,-9.92993976114668,-0.19033198650740563,0.230637380735786,0.008239333244147159,-0.011451707577639752,0.008260836445293835,-9.96620760334448,0.06977326119445776,0.2800558427520306,-0.0067937587386526525,0.004808261672240802,0.0003144621118012414,-9.750328946813188,-0.09230000365026275,0.18371564359292886,0.01092890801720019,0.004734,-0.0012912820831342577
0.01,-9.915806144046297,-0.040082429425925915,0.267834504212963,-0.01092697938888889,-0.004503689092592592,-0.002031695962962963,-9.751266728472222,-0.10860658966666666,0.18540082150925927,0.0011249862592592596,-0.009882986972222221,-0.00020237889814814778,-9.739331232685187,0.14932430428703705,0.26991006027777775,-0.008333026055555557,0.008159337675925927,-0.00440100687037037,-9.522343555222221,-0.016133879444444436,0.09060394814814815,0.004422331518518518,0.0069280473796296295,-0.007155675351851853
0.0125,-9.954566,-0.031086,0.349713,-0.009621,-0.00833253295257015,-0.001222,-9.760091566277627,-0.050369917208840286,0.2638894667494413,0.004696371293767072,-0.013477113881301215,0.0021668859200397314,-9.771378970846785,0.21314189788924764,0.28213047747702996,-0.011004695207350389,0.003970514824931713,-0.004887,-9.573617122274646,0.028538912490687914,0.22959572629749192,0.007626209634963994,0.005803,-0.006996114079960269
0.015,-9.807737050421814,-0.3867386506362151,-0.28739194718247485,-0.009918625113027267,-0.0052463546585877424,-0.0017259797716150092,-9.601342080783034,-0.12789399802377072,-0.2344306347704499,0.005353374886972734,-0.008160862251223493,0.003135950305290141,-9.940456180191099,-0.15792270980191087,-0.3337937048333722,-0.01025124812864134,0.007371819697040318,-0.004989832784898624,-9.705940850291306,-0.008603154621300457,-0.7720827939408063,0.00652102022838499,0.004958049694709859,-0.007815623015614073
0.0175,-10.182551472297204,0.19455306142487538,0.3391436683940752,-0.00487247483658595,-0.008419297540559607,-0.0013406988854926026,-9.763365922887374,-0.345371302252534,0.4658401266212088,0.0015144866306136774,-0.01169306577004467,0.0013224131389607237,-9.507234964063011,0.381300833322359,0.23046492113801764,-0.008858,0.0022500925088173138,-0.005031903418763243,-9.37625165363743,-0.37362119425347506,0.7850835435504309,0.006720833999529732,0.0037579727627557033,-0.005297351516576548
0.02,-10.117896377258406,0.4737698736515397,0.4183164081260288,-0.006957453345873501,0.000969592513519861,-0.004531310877027979,-9.891783414907124,-0.3262941815001173,0.5367701120902891,0.004346410204561485,-0.01908722545027039,0.0017475466541264995,-8.884385350463203,0.5360343463907826,-0.11197831271102705,-0.006109,-0.003134815245708906,-0.006877677940277449,-8.940929348243593,-0.31852850929696663,0.09678997270632525,0.008582037122031507,-0.006261,-0.008401863550434987
0.0225,-10.050176445012156,0.09259213299447366,0.17665504571933743,-0.007551056433149179,-0.0033398627182320445,-0.0004656729370165754,-9.780950937935913,0.03878454179889301,0.4029301218828729,0.006208222444198901,-0.012501455451933695,0.004480303292817678,-9.833227542435358,0.2855797301215456,0.06764354633370141,-0.009885753785635353,0.0042620613922652,-0.004106179862983428,-9.813075145918232,0.4027985735778983,0.4012930086011044,0.007343938607734801,0.011912,-0.006256644207734809
0.025,-9.572318317752176,0.23343043832588675,0.286919707077357,-0.005181552316012239,-0.008138620456148594,-0.0011991631319068926,-9.491893862967318,0.7699558935809987,0.28926353628027257,0.00672,-0.011989174559134723,0.0041295331765812335,-10.155508841241474,0.5236061036444853,0.8692342553961893,-0.013199054925934636,0.004880466823418767,-0.0038033149776628295,-9.914542048624499,1.08640690420879,0.6018454676698786,0.011568643169527378,0.006029206771690574,-0.0040051194921232125
0.0275,-9.952917392391305,-0.03582253875905789,0.014111072182971036,-0.009700976186594202,-0.0054219975271739135,-0.0002578251902173893,-9.478706294945653,-0.008865109021738982,0.019241054311594286,0.004276,-0.010996,0.003260635380434785,-9.594553962246378,0.1550874842572465,-0.06800172288949263,-0.011006422835144927,0.006564513143115942,-0.005208409773550722,-9.52678558995471,0.055839665063405874,-0.0010734739402171734,0.004797092780797101,0.006864555824275362,-0.0072788514764492735
0.03,-8.81606871621201,-0.9861271827656086,-0.5418350989870452,-0.0051895698657243765,-0.0032793837267373355,0.010124059929328647,-8.544129269550055,1.3016229759246203,-0.026409488640755145,0.0015897157126030601,-0.011340635128386347,0.015965668796230886,-11.055174385837457,-0.6697167292155496,0.6716298688433461,-0.013347311839811546,0.00576196099882214,0.0076414826572438425,-10.668700258751475,1.586609038840993,0.8803684906760901,0.007682841413427566,0.0113347748598351,0.006749589502944666
0.0325,-10.221511451603426,0.028366149630351334,0.38095238837698975,-0.00895520188984089,-0.006000577439412489,-0.00269956566952263,-9.778098367716032,0.03263524040146874,-0.16566049698898402,0.004293432499388013,-0.0071354327441860415,0.001972260915544688,-9.852075898212975,0.30920311806119605,0.32766884390697815,-0.010905845121175022,0.006353673292533668,-0.0032949798776009667,-9.492357450585068,-0.3116001814247257,-0.4534171607833527,0.00615625932925336,0.005651,-0.0065321514614442916
0.035,-9.745058496032389,-0.8684465296086309,-0.3348385483940597,-0.009560115897435884,-0.007941,0.004215064021592429,-9.779925347638326,-0.670390956491223,-0.47776893144399146,0.008737636221322502,-0.008941178893387301,0.004454267314439938,-9.958532960917676,-0.5221933395411548,0.029197419757085414,-0.010515697165991891,0.004272035519568169,-0.0015007845614035164,-9.864660476329282,-0.1976186812415613,-0.38229262855600216,0.007423580242914995,0.005219731659919048,-0.00232812496626182
0.0375,-9.754583605569977,0.033148941184795166,0.1342174345527518,-0.008412508850601845,-0.006746364408779812,-0.0006676393202737743,-9.830716863677127,-0.19282897078121386,0.33060284682558433,0.0017001099834788886,-0.011050945905121535,0.0006687912202029793,-9.986794479443004,0.3265719647864007,0.43512265810715367,-0.017104,0.007643406325230128,-0.0032636393202737746,-9.730948283360869,0.45587823068208416,0.567038320320982,0.007017052159546837,0.015272,-0.005465879773424592
0.04,-11.132832271875285,1.971679826960107,-0.4175897145712967,-0.004679145162769382,-0.003545452911508491,-0.0022860136451169186,-11.42656206376891,0.06725668146721556,0.6882473460614392,0.0008349622925263695,-0.01747611123337918,-0.0006010272902338375,-9.624947014543787,2.0158367336084333,-0.6985473222008248,-0.010921335038972947,-0.002057064997707468,-0.006517234222833562,-9.560444066666665,0.4146898379092143,0.3750448975515811,0.009603473562585962,0.0070983486840898655,-0.008427569261806508
0.0425,-10.011581464457672,-0.2326481765858136,0.4283887085034326,-0.007772026288329539,-0.005678032750572084,-0.0015820655011441684,-9.820187371478266,-0.21755571013273167,0.5099755431212835,0.0011111178581235677,-0.008897684192219693,0.002651816640732264,-9.9724808918627,-0.12403209504805762,0.531859473977114,-0.012634178343249425,0.006498986855835232,-0.0028594272036613294,-9.765395252686497,-0.03485541462701036,0.22365137385812062,0.005375217556064054,0.009314407597254014,-0.00515042720366133
0.045,-9.866375300076045,-0.1300349507224332,-0.1458690552091254,-0.009511400089465452,-0.006046000331022144,-0.00029616657571013787,-9.564663259100872,-0.12352846553343769,-0.7772715000671,0.006947616094833369,-0.009874766486244685,0.000566667179601868,-9.741155598148065,0.1144222502885263,-0.01513573276671884,-0.011114948915231501,0.00675869954819951,-0.0050950165153209655,-9.552182914998882,-0.01499476832028638,-1.0489707595079405,0.009186300120778347,0.005345,-0.006354783332587795
0.0475,-9.994637180277008,-0.19625692530009242,0.33232741043397984,-0.009330946131117266,-0.006481690138504155,-0.0018122642659279772,-9.81563105601108,-0.21169040583564178,0.15559558304709148,0.006223202123730377,-0.010652202123730378,0.0028044175992613125,-9.893402677174516,0.04112825344413663,0.23904808993536475,-0.009927,0.0062491698799630666,-0.0034799917266851344,-9.65615577089566,-0.086065570877193,-0.024318440166205026,0.009268488014773778,0.00797668186518929,-0.004370466389658354
0.05,-9.944269553493807,0.008301941341435075,0.38657582402430524,-0.007483857022668846,-0.007181939612058883,-0.0027450592661836973,-9.761914400841318,-0.14278816536573985,0.24145869469502235,0.0054973146062164075,-0.009321652535639154,0.005650142977331154,-9.69035744790839,0.20197284748773098,0.3453898600607622,-0.009771943818649221,0.005800087917737796,-0.003970314606216407,-9.502616259079225,-0.015473259219443966,0.17335596494508063,0.009314629212432814,0.005954629212432815,-0.008700545501285357
0.0525,-9.977336113208265,-0.06069977960579399,0.34197696470197103,-0.009288311878413683,-0.005603457506530511,-0.0017406439705533149,-9.78042368756115,-0.10963844650676781,0.29550313367846126,0.002291,-0.010288105200664928,0.0027246068582284424,-9.784919578304441,0.14823370744241307,0.32135545175017804,-0.01035152931845167,0.00553827476608881,-0.0022031827404417016,-9.590298156219424,-0.00922072701021124,0.24710924747565888,0.006506356029446685,0.00794275862265496,-0.006742149351697931
0.055,-9.91727317757744,-0.053207647741935496,0.27971078800256355,-0.009915552360606707,-0.010773833240760521,-0.001266011467635121,-9.750993103738518,-0.1185609194103824,0.28713454158513135,0.003207,-0.012542965597094637,0.004294856176030763,-9.761863473539842,0.15816723387310402,0.27037825816705835,-0.008552,0.004562143823969237,-0.0036775982311471906,-9.517007915556505,0.0006052829395428292,0.19773164484511857,0.007348897346720786,0.004242477342448195,-0.0033474017688528094
0.0575,-10.017933,-0.052606,0.420253,-0.009927,-0.008868633310404129,-0.00168,-9.814023493654343,-0.07767188605331034,0.2742622101461736,0.004484603095442816,-0.011025160498710237,0.002972439415305244,-9.864239005795357,0.1804179474634566,0.36848010507308676,-0.009621,0.0049468061049011145,-0.0032292423387790237,-9.655257207790198,0.007405745468615694,0.21751474782459146,0.0064070818400687865,0.0055091211693895125,-0.006220206190885633
0.06,-9.98301966384755,-0.03141142892921966,0.3481470309255899,-0.008350681125226857,-0.007154077604355718,-0.0023393188747731436,-9.786763745299456,-0.07445722664246833,0.23174545851179668,0.006116939310344827,-0.011905430308529951,0.0033839223956442822,-9.789519968892922,0.17882246831215964,0.3057834992377495,-0.00989508606170599,0.002723655753176038,-0.004557077604355718,-9.589386654047187,-0.006687634446461072,0.18669186631578943,0.003832509001814875,0.007427163666061708,-0.004716647295825766
0.0625,-9.917204523699954,0.01511296686608375,0.26491181454210766,-0.008573787850897376,-0.0072812480441785555,-0.0020669567418315693,-9.714337318453751,-0.022780467096180396,0.24449845651173494,0.004493873907040957,-0.010750129774505292,0.002465291302346986,-9.753706543488265,0.21257990381960423,0.2655945895075932,-0.009222665439484584,0.007483,-0.003665,-9.538562042337782,0.06712254210768523,0.23965198941555452,0.009070168890934193,0.009637618499769903,-0.005557168890934192
0.065,-9.884207765465838,-0.018586288389870986,0.27074951913999057,-0.006093581290014337,-0.009588638872431922,0.0010597568466316314,-9.682235225284282,-0.07576415902532255,0.2683343819971335,0.003665,-0.011154165465838507,0.0027474561108456765,-9.724757640726232,0.1967182299092212,0.2139275502723364,-0.009621,0.002317195661729569,-0.0032208647300525535,-9.498958550272336,0.023507036598184382,0.17820432267558528,0.005660243153368369,0.005496456110845677,-0.0017200704825609085
0.0675,-11.22529823901432,2.0733453445576098,2.4462240594696025,-0.004040258821872915,0.05537180209340537,-0.048404910762731464,-11.047333967829152,1.3522105860877645,2.051717589542355,0.038504479023702985,0.018188470950480748,-0.04567147048110744,-10.231716361717906,2.200499394085889,2.3924778680591325,0.0381458327622621,0.028021149805209665,-0.048561918835953705,-10.09866602746773,1.278641499403886,2.050851963097855,0.01224404967847911,0.0691253330204178,-0.051322466679182964
0.07,-9.535302210563936,-0.6922014700332632,-0.6008070006033888,0.02214559946159202,-0.05211474095149684,0.011161154801577998,-9.306170394455016,-0.45436197448441207,-0.5650808260570888,0.020737322688945667,-0.03499921313220386,0.014774488147288524,-9.640680305119517,-0.44489008279724546,-0.6358708863556901,0.01030272233000701,-0.020285281222247944,0.00785295410226648,-9.417312216022278,-0.325224456276011,-0.6510871461406346,0.03869379662721437,-0.027947,0.005713821474433259
0.0725,-9.356646826242374,-0.36061035424237586,-0.49903133512283887,0.02251431311459193,-0.03739078733058539,-0.01887418024072546,-9.146221671333882,-0.2517934556966208,-0.05887739540972986,0.035658089708161575,-0.016417910291838426,-0.01634912832976091,-9.372165071729595,-0.10661117005770962,-0.5086410252530947,0.02409717067106349,0.0005330897081615753,-0.022341426506183003,-9.150432427759274,-0.1229203871591104,-0.07128180219620983,0.0418096773157461,-0.02295538368342957,-0.02478293315086561
0.075,-10.062426154181495,0.40567456183274037,0.9491352932384347,0.017501125000000017,-0.008197665035587184,-0.023913963612099708,-9.856152343594307,0.16674130951957286,0.8607210768683283,0.03869116868327405,-0.014030844661921641,-0.021871638345195787,-9.73344246014235,0.607508166014235,1.0471662508896804,0.017257,0.002936135943060565,-0.02885679128113885,-9.485652615480426,0.2433130423487543,0.9214230048042719,0.032877287633451976,0.0028324186832740933,-0.029716466014234933
