time,acc_x_g,acc_y_g,acc_z_g,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s
1765407756.221087,-8.882710,2.160449,4.191176,-0.007789,-0.005651,0.000764
1765407756.221337,-8.751793,2.089311,3.971185,-0.008094,-0.008399,-0.000458
1765407756.221587,-8.738641,2.156862,3.980750,-0.007636,-0.010690,-0.003054
1765407756.221837,-8.906025,2.141320,4.196556,-0.010385,-0.009316,-0.003665
1765407756.222140,-8.993303,2.130559,4.304758,-0.006872,-0.007025,-0.001222
1765407756.222340,-8.809181,2.110234,4.077594,-0.007178,-0.002138,0.001527
1765407756.222540,-8.579028,2.064801,3.925155,-0.009163,-0.004734,-0.001222
1765407756.222740,-8.353658,2.083333,3.742826,-0.010537,-0.010232,-0.004429
1765407756.222940,-8.263988,2.388809,3.737446,-0.009163,-0.008399,-0.012065
1765407756.223128,-8.144428,2.771999,3.851028,-0.010843,-0.000764,-0.014661
1765407756.223378,-7.887373,3.103778,3.592778,-0.015730,0.008552,-0.005345
1765407756.223628,-7.869440,3.235891,3.480989,-0.020311,0.006720,0.003207
1765407756.223878,-8.029650,3.387135,3.760162,-0.020922,0.006567,0.005956
1765407756.224076,-8.176709,3.542563,4.100310,-0.026420,0.016646,0.009774
1765407756.224276,-8.009325,3.742228,4.039335,-0.038179,0.031612,0.010385
1765407756.224476,-8.095408,3.917383,4.127809,-0.048106,0.028558,0.013592
1765407756.224676,-8.597560,4.178622,4.440459,-0.056658,0.029627,0.013286
1765407756.224876,-8.819344,4.295791,4.634146,-0.063988,0.048258,0.015577
1765407756.225075,-8.927546,4.392036,4.442850,-0.081092,0.048258,0.023824
1765407756.225325,-8.839071,4.105690,4.448828,-0.101251,0.045204,0.029169
1765407756.225575,-9.026780,4.176231,4.609038,-0.113468,0.037415,0.022907
1765407756.225825,-9.183404,4.328670,4.519368,-0.124311,0.038332,0.019700
1765407756.226053,-9.100907,4.280248,4.378287,-0.138514,0.039706,0.024435
1765407756.226303,-9.093734,4.145145,4.054877,-0.146760,0.039706,0.023213
1765407756.226553,-9.093734,4.145145,4.054877,-0.146760,0.040928,0.023213
1765407756.226803,-9.286225,3.737446,4.117647,-0.164017,0.054367,0.022449
1765407756.227060,-9.463174,3.609516,4.188187,-0.167530,0.054367,0.009774
1765407756.227310,-9.362145,3.621473,3.823529,-0.170584,0.039554,0.004123
1765407756.227560,-9.404591,3.465447,3.539574,-0.180511,0.039554,-0.002291
1765407756.227810,-9.404591,3.465447,3.539574,-0.180511,0.047495,-0.002291
1765407756.228091,-9.574366,3.447513,3.617886,-0.178678,0.053756,-0.013439
1765407756.228341,-9.709468,3.485174,3.860593,-0.184787,0.051924,-0.017104
1765407756.228591,-9.760879,3.290292,3.783476,-0.194255,0.054062,-0.025351
1765407756.228841,-9.717837,3.438546,3.411047,-0.195782,0.054520,-0.028100
1765407756.229069,-9.604255,3.326159,3.329148,-0.201738,0.057116,-0.037415
1765407756.229319,-9.833213,3.243663,3.961023,-0.205251,0.066890,-0.040775
1765407756.229569,-9.866092,3.112745,3.898852,-0.210443,0.066890,-0.047495
1765407756.229819,-9.786584,2.982424,3.695600,-0.218995,0.054672,-0.056658
1765407756.230127,-9.686751,3.098995,3.532998,-0.220980,0.053909,-0.070097
1765407756.230377,-9.763867,3.281922,3.524629,-0.220980,0.054367,-0.074067
