time,acc_x_g,acc_y_g,acc_z_g,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s
1765408118.044047,-5.992347,-3.950263,7.170013,-0.008399,-0.006109,-0.000458
1765408118.044297,-5.606168,-3.972381,6.702534,-0.006414,-0.001985,-0.001222
1765408118.044547,-5.753228,-4.011836,7.056431,-0.007330,-0.010690,-0.000916
1765408118.044797,-6.064084,-4.048302,7.359516,-0.011912,-0.011454,-0.001374
1765408118.045003,-6.034791,-3.939502,7.207675,-0.007941,-0.003512,0.000916
1765408118.045253,-5.723337,-3.981348,6.743184,-0.007025,-0.000764,0.002291
1765408118.045503,-5.627690,-4.109277,6.720468,-0.006872,-0.006109,-0.001069
1765408118.045753,-5.979794,-4.005260,7.427067,-0.012828,-0.012523,-0.012981
1765408118.046003,-6.420372,-3.412243,7.806073,-0.015730,-0.002749,-0.017410
1765408118.046203,-6.225490,-3.482783,7.143710,-0.017562,-0.013897,0.002596
1765408118.046403,-6.115495,-4.238402,7.106647,-0.010385,-0.013897,0.017715
1765408118.046603,-6.603299,-4.598278,7.656623,-0.010232,-0.022144,0.004581
1765408118.046803,-6.813126,-4.611430,7.896340,-0.014050,-0.013134,-0.010843
1765408118.047000,-6.652318,-4.221066,7.455164,-0.010843,-0.011606,-0.017562
1765408118.047250,-6.724055,-4.210903,7.584887,-0.010537,-0.021686,-0.010843
1765408118.047500,-6.993064,-4.686154,8.052366,-0.007941,-0.027947,-0.002749
1765408118.047750,-7.003825,-4.903155,7.912481,-0.003971,-0.034972,-0.015882
1765408118.048059,-6.868722,-4.681970,7.596842,0.005651,-0.034514,-0.026573
1765408118.048392,-6.776661,-4.428503,7.711022,0.005651,-0.037568,-0.026573
1765408118.048726,-6.901003,-4.519368,7.980630,0.025504,-0.046578,-0.017715
1765408118.048993,-6.823289,-4.471544,7.686512,0.035736,-0.046578,-0.021380
1765408118.049243,-6.341463,-4.399808,7.201099,0.050396,-0.047189,-0.021228
1765408118.049493,-6.083213,-4.124222,7.107244,0.066126,-0.045357,-0.018937
1765408118.049743,-6.142993,-3.987326,7.458751,0.084605,-0.060476,-0.008247
1765408118.050001,-6.108919,-4.042324,7.398373,0.092852,-0.056047,0.000764
1765408118.050201,-5.521281,-4.136178,6.499282,0.103694,-0.056047,0.005651
1765408118.050401,-5.161406,-3.975370,6.201578,0.113163,-0.055741,0.004276
1765408118.050601,-5.659971,-3.897656,7.127569,0.124158,-0.051007,0.007483
1765408118.050801,-5.795073,-3.891080,7.452176,0.133016,-0.043677,0.021228
1765408118.051042,-5.592420,-4.114060,6.880678,0.140194,-0.038179,0.026420
1765408118.051292,-4.968914,-4.269488,6.233859,0.149357,-0.028253,0.028863
1765408118.051542,-5.010760,-4.241391,6.628407,0.166614,-0.034208,0.025198
1765408118.051792,-5.608560,-4.082974,7.434839,0.175776,-0.012828,0.026573
1765408118.052065,-5.581061,-4.050095,7.445002,0.186467,-0.012828,0.034819
1765408118.052315,-4.852941,-4.053084,6.465805,0.191659,-0.002749,0.039706
1765408118.052565,-4.662840,-4.166666,6.386895,0.201280,-0.002138,0.045968
1765408118.052815,-5.135102,-4.171449,7.206479,0.217926,-0.000916,0.051313
1765408118.053635,-5.230750,-4.109277,7.247129,0.231823,0.017104,0.059101
1765408118.053885,-4.988641,-4.148732,6.947632,0.239154,0.017104,0.060628
1765408118.054135,-4.827833,-4.341821,6.977522,0.257632,0.029780,0.066890
